Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,PCA1,PCA2,cluster
27.3,61.6,0.6,2.3,14.0,4.2,0.87,19.0,465,-3.285017355381573,-0.6395020956328658,3
27.7,69.4,0.8,8.4,14.3,4.1,0.86,13.4,425,-2.4197324034304035,-0.6131718520388297,3
24.0,65.5,3.6,9.1,25.2,6.7,0.97,14.1,387,-2.0060258956052404,-0.5536619934568948,3
28.7,75.2,3.4,7.9,23.3,5.0,0.83,10.3,425,-1.3962908475784057,-0.8775561278545152,3
25.3,47.1,23.5,28.9,12.5,5.9,1.19,10.9,223,-1.8946538048341781,1.8801946216602063,3
37.3,85.0,9.6,23.9,31.2,16.2,2.22,4.9,592,3.25636981722558,-1.4849375608071733,1
32.4,76.4,22.2,30.0,23.0,10.2,1.47,7.6,331,0.7815356146197886,0.7026587027437295,2
21.6,50.3,3.0,6.7,22.7,3.3,1.0,10.1,223,-2.7285226063917594,-0.2909481367493012,3
22.1,73.9,4.6,14.5,32.4,22.2,2.1,6.8,492,1.7338476680600494,-1.6541520758592012,2
23.3,80.6,8.6,11.2,17.2,6.7,1.02,10.9,511,-1.3317451572885732,-0.40626448455033176,3
26.4,52.2,18.0,25.6,22.8,5.9,1.12,10.4,539,-0.7748564273715302,0.7763338083481416,3
28.7,41.0,5.9,10.7,19.7,8.0,1.01,11.6,387,-1.9711283499322065,-0.2624201657871554,3
39.6,87.7,2.8,12.5,28.9,2.8,2.05,3.8,692,2.195522525996447,-2.0952932994915714,2
30.3,88.4,34.6,49.5,25.8,22.5,1.48,3.4,583,3.5408967289768842,1.3215365628100026,0
28.3,59.6,26.3,36.6,17.7,9.4,1.45,6.0,278,0.16861476476473394,1.6351634782057367,0
29.7,88.0,3.9,13.9,36.8,10.3,1.7,6.9,457,1.3673442076925157,-1.618592269469642,2
32.4,95.7,0.7,5.8,43.0,21.2,1.87,3.9,525,3.1331114970456326,-2.9878227496573904,1
31.2,84.0,28.6,39.4,24.6,12.2,1.3,6.4,438,1.5914766193034755,1.227821802875852,0
27.7,56.2,6.1,17.1,19.2,11.9,1.61,5.6,507,0.16526006078116642,-0.7515534108044203,2
23.1,58.3,3.2,7.3,12.9,5.9,1.03,11.9,295,-2.776061270331224,-0.2754646308952569,3
18.0,52.5,5.3,11.4,16.8,3.4,0.9,12.2,550,-2.6952936057136943,-0.028892223097135326,3
39.1,84.8,4.6,19.1,33.3,5.9,2.11,5.1,620,2.4791228515587456,-1.7466594997810359,1
25.6,79.9,2.3,5.6,22.3,7.1,0.87,10.5,516,-1.2668315846891258,-1.1545871369290441,3
20.3,67.1,8.6,12.0,10.7,3.3,0.97,10.3,286,-2.750945482483786,0.3225670848074436,3
20.3,77.6,12.1,19.5,18.0,6.1,0.89,14.2,308,-2.2402882699225883,0.6451754099726301,3
32.2,69.4,1.5,14.1,24.3,12.5,1.89,5.7,481,1.0410195756357115,-1.574240936409595,2
28.5,71.0,6.7,13.1,21.8,4.0,0.97,13.1,510,-1.4572048544439167,-0.3978767726892537,3
25.4,76.7,10.3,19.4,22.7,10.5,1.19,7.8,609,0.17865006065557568,-0.481580826279745,2
31.9,66.3,38.8,40.0,30.6,9.3,1.55,6.2,381,1.724581514459626,1.9503245657232093,0
44.2,79.7,4.9,23.6,34.4,18.1,1.76,4.1,724,3.6803738851667007,-2.0575842766026455,1
44.4,70.0,7.1,19.5,23.3,11.6,1.71,5.1,762,2.3882175366223866,-1.5769464720115396,1
28.8,49.0,0.4,9.3,35.2,7.3,1.43,5.4,553,0.19776216711786926,-1.5639305680638218,2
32.4,57.8,18.0,29.1,26.1,9.8,1.71,7.4,299,0.6297792280632851,0.5015244461458161,2
25.1,54.5,13.9,16.1,21.2,6.5,1.02,10.4,300,-1.7235395129227356,0.4633610083933833,3
23.8,42.1,2.5,7.3,15.1,3.8,1.12,12.8,529,-2.6369398315732577,-0.4176491518202416,3
38.9,83.7,26.5,48.9,44.0,14.6,1.83,3.8,645,4.5612837435912,0.33931937637406967,1
32.2,55.6,9.9,20.0,25.2,14.1,1.75,6.1,516,1.1031056467206373,-0.7450030003044915,2
33.9,63.1,2.2,11.7,21.1,17.9,2.55,8.9,680,1.8915948538255096,-2.033343437448836,2
32.2,68.5,12.0,23.4,26.2,9.3,1.52,6.1,370,0.6646350309427738,-0.2432834046641909,2
27.2,60.5,1.3,4.7,22.7,3.7,0.95,16.1,241,-2.920035749485637,-0.5243722388147612,3
31.2,51.4,28.1,41.1,15.6,12.1,1.44,5.7,386,0.6532523155106559,1.7666053913100426,0
28.3,56.4,22.1,30.3,28.0,0.6,1.48,8.2,331,-0.3398014131207452,1.2190274961976695,3
23.9,66.7,4.6,7.9,15.4,7.1,0.95,12.4,362,-2.3171263387213994,-0.39123391750548064,3
33.8,80.4,17.5,32.8,21.1,12.3,1.51,5.0,361,1.3701666980150735,0.30425469727989557,2
32.3,72.8,3.4,30.6,42.3,2.8,2.04,4.5,636,2.311733985713219,-1.1467678954612643,1
34.7,80.3,2.8,10.9,17.2,8.8,1.56,5.2,324,0.17835646000362024,-1.2832338622080213,2
24.6,42.1,0.9,10.3,23.4,9.1,0.83,11.5,545,-1.8903319335517024,-0.7102478688944015,3
29.5,79.8,12.8,29.8,33.2,13.3,1.1,5.9,389,1.142802752071045,-0.12792341905878044,2
27.7,60.2,0.4,5.7,25.3,6.2,1.05,12.9,218,-2.1820812819143405,-0.7944446826068328,3
26.8,98.6,0.9,21.6,34.8,12.9,2.0,6.6,712,2.4491060121669626,-1.9299703157078159,1
30.1,75.1,20.5,33.4,28.2,5.4,1.44,6.2,648,1.3560106611215996,0.45967248924356713,2
22.3,65.7,1.0,5.7,26.8,3.5,0.91,13.3,282,-2.560160521797089,-0.6340138163310027,3
28.0,86.9,7.1,16.5,19.6,7.8,1.77,5.7,665,0.9954542212224485,-1.1358762803733908,2
35.4,75.0,10.0,18.8,24.0,13.6,1.5,6.2,390,1.0499743668785722,-0.7992282884640997,2
36.0,75.3,43.4,59.5,35.1,22.1,1.97,3.6,468,4.658768655026225,2.04020525321312,1
27.1,74.1,4.7,8.7,25.3,5.9,1.0,13.5,555,-1.244335299947865,-0.8692316012293443,3
24.9,66.0,5.4,7.5,25.0,0.7,1.09,10.9,263,-2.1451715861724088,-0.3702660550116065,3
23.2,69.7,5.8,14.1,24.6,3.5,0.97,12.3,579,-1.4719265545641342,-0.4056826337362444,3
33.5,82.9,21.9,45.6,37.1,20.9,1.72,4.7,591,3.8399451724364693,0.1585295836230892,1
27.7,83.6,3.8,19.9,32.9,17.8,2.09,5.3,632,2.5426841602591757,-1.8014261664267714,1
38.6,111.4,9.9,20.0,36.3,22.5,1.74,7.5,591,3.687627204694863,-1.97359465509795,1
24.1,72.6,27.7,36.5,35.3,6.5,1.95,8.4,493,1.4868445691441095,1.1072560607595943,0
26.8,60.2,4.4,10.1,25.7,4.5,1.29,12.6,234,-1.8618812861963416,-0.412377396185514,3
18.5,57.3,7.7,11.1,22.8,4.7,1.1,10.2,600,-1.6342242178964999,-0.3141062618127008,3
30.3,69.4,41.8,51.2,22.5,5.8,1.57,6.1,434,1.5072187098320757,2.8113640950947567,0
23.8,44.4,7.5,11.9,23.1,3.1,0.9,11.5,602,-1.9797573147013188,-0.15509047367287496,3
26.5,51.7,0.7,5.3,10.7,7.1,1.05,10.2,555,-2.065562679645003,-0.8816463610407699,3
33.4,52.7,53.5,63.4,26.5,10.0,1.32,12.4,329,1.1759251675594316,4.3066740981532945,0
31.6,100.3,6.4,21.2,43.5,14.5,1.79,8.1,558,2.706737450682815,-1.6997377432625174,1
39.1,66.8,9.7,21.2,34.1,5.4,2.33,6.6,679,2.4380659174728723,-1.2660517487714382,1
22.4,42.8,1.1,8.7,15.2,7.0,1.03,12.1,216,-3.1290168146731476,-0.15435689643239583,3
27.2,46.3,14.8,18.8,19.7,7.3,1.05,10.8,496,-1.3072732132838156,0.4456881827072188,3
30.1,91.0,32.1,38.5,23.7,10.6,1.44,6.0,363,1.579273099343075,1.4488222313024104,0
32.8,58.9,30.1,52.0,33.6,22.4,1.73,3.4,476,3.479122129975859,1.2695413175153432,1
22.6,43.5,21.0,24.9,24.5,4.8,0.99,10.0,284,-1.7394220973629149,1.4206404588667692,3
25.4,71.8,1.8,11.8,21.3,10.2,1.33,7.2,506,-0.34167614648661726,-1.1643995967300773,2
29.9,51.4,2.8,14.2,23.7,10.0,1.43,9.0,321,-0.7761146263500224,-0.725350790717732,2
42.5,80.9,33.3,44.4,34.1,11.1,2.28,4.2,682,4.506234560235531,0.622756156672063,1
36.6,109.9,0.4,16.4,39.9,13.0,1.57,5.9,690,3.0119143177917924,-2.517290170112867,1
29.7,72.2,9.0,10.4,19.6,5.6,1.09,10.6,409,-1.1822213696005999,-0.43587647917102385,3
29.9,84.5,11.5,24.0,22.2,7.7,1.69,5.1,424,0.9287032926216627,-0.36369667569814745,2
22.8,52.5,10.8,16.0,15.5,9.5,1.07,11.2,489,-1.6822473232305593,0.18303417210716716,3
35.9,69.9,6.2,17.2,34.0,12.5,2.18,7.0,447,1.9649104841268337,-1.4761988585755825,2
30.6,41.9,7.0,11.5,17.0,6.5,1.12,11.3,486,-1.6865635464999886,-0.2788928329582821,3
35.2,85.5,0.5,12.4,30.8,12.2,1.91,6.9,318,1.32385470152019,-1.8454817930560126,2
20.6,60.3,33.8,38.3,19.9,1.1,1.07,10.1,207,-1.5595456155781333,2.8951106653681182,3
22.5,40.7,26.5,31.8,26.4,7.0,1.18,10.9,452,-0.8714740943430099,1.7409803263650903,3
26.8,75.7,16.6,23.9,21.0,1.6,1.01,11.4,390,-1.2620470766103977,0.7871268268956838,3
25.1,42.6,12.3,20.1,25.0,6.3,1.08,13.7,455,-1.72302396814565,0.505997524034024,3
36.2,63.6,16.1,27.3,23.4,9.6,1.73,7.6,574,1.320089022643589,-0.08953320260175845,2
35.4,78.9,3.9,15.7,33.5,15.8,1.97,4.9,695,2.778976675223009,-2.126692624340053,1
40.3,66.1,11.8,21.0,43.4,15.8,2.02,6.2,824,3.7352049484766043,-1.7607749118928233,1
22.7,89.6,19.5,35.4,27.0,10.8,1.37,6.3,632,1.4151888060927034,0.44169440247445574,2
32.7,93.0,12.6,23.5,23.5,0.8,1.51,6.0,598,0.9428831310776447,-0.4013984955137656,2
33.3,73.1,21.6,33.1,44.5,7.4,1.98,8.8,723,2.8306449446110666,-0.11081665137321718,1
28.0,65.5,0.3,7.1,11.8,5.9,1.12,14.3,337,-2.5402554674604225,-0.6211016907892891,3
29.1,76.2,2.0,7.3,20.3,5.4,0.98,17.9,404,-2.2594785997199227,-0.7087580802792767,3
25.9,59.9,2.4,6.1,31.7,13.9,1.47,5.8,388,0.14135531667892168,-1.5520040818335348,2
42.0,77.9,9.5,31.0,37.6,17.0,2.38,12.0,484,3.0612427236544657,-1.0780857066519538,1
32.9,63.1,12.1,17.5,24.7,12.3,1.57,5.1,467,0.965779405211745,-0.6711975830599282,2
29.8,85.5,6.2,15.4,34.0,4.5,1.34,11.3,405,-0.08563295887258997,-0.8359550855108902,2
32.0,88.8,4.7,13.5,29.4,11.5,1.62,7.9,604,1.3710364732141531,-1.6452529308441053,2
26.2,52.6,11.3,11.5,29.3,14.6,1.55,7.3,397,0.1646344410551158,-0.6920918867859744,2
26.1,54.5,1.5,5.8,17.2,3.1,0.98,17.9,327,-3.377635801510207,-0.2897220865092857,3
19.1,64.9,2.5,10.5,26.0,6.0,1.08,10.4,368,-1.8334695815236968,-0.5657963049437909,3
34.1,72.9,2.2,15.6,33.6,4.9,1.43,5.6,526,0.8484864706800993,-1.4238234233708307,2
23.2,88.9,55.5,60.9,31.4,13.1,1.19,5.5,351,2.3815938937297885,3.807808935522633,0
27.6,79.3,14.0,40.2,37.6,10.6,2.24,3.6,608,3.1159284446181994,-0.26428784136103467,1
19.5,42.7,3.8,8.6,23.8,1.7,1.06,10.4,390,-2.6394773937154663,-0.20503409477264842,3
31.2,54.0,16.4,22.8,23.0,3.9,1.59,9.4,492,-0.1920220099362875,0.34598814511479176,2
31.5,53.9,2.5,10.8,29.9,12.7,1.58,5.3,395,0.4855323086212924,-1.424060091154007,2
27.7,81.8,1.1,8.9,26.5,20.1,1.33,5.2,317,0.6862498599244429,-1.7507295781239856,2
24.6,52.4,4.1,18.1,27.0,14.7,1.4,8.8,356,-0.42304370754058596,-0.6030866637264282,2
36.4,107.9,16.4,32.0,25.7,14.7,2.03,3.6,686,3.7471956682661087,-0.8794516332073761,1
31.2,54.1,8.2,15.0,16.3,4.6,0.88,14.8,531,-2.00877698157719,0.02531006027770235,3
27.4,76.3,10.4,14.1,10.3,5.4,0.91,10.3,328,-1.8992339046850557,0.1565774979455638,3
26.5,41.4,6.8,11.8,26.6,6.4,0.88,12.4,383,-2.0629456781339144,-0.12870155475181536,3
25.0,63.5,24.7,27.0,16.1,2.0,0.91,15.9,407,-2.167489012524847,1.8219489748546336,3
26.5,79.2,51.0,58.8,22.3,12.0,1.54,5.2,344,2.1135203828476183,3.5701985496994695,0
36.0,75.2,4.7,10.5,33.5,0.4,1.72,6.5,336,0.4167825530860854,-1.2709242733034394,2
23.6,76.1,1.2,5.8,25.8,4.5,1.01,10.2,306,-1.7534808018089831,-0.9330303623776239,3
26.7,48.8,19.7,23.8,31.8,5.3,1.27,5.3,538,0.2737750466036705,0.43121300743064067,2
31.6,105.9,0.4,15.7,38.4,11.9,1.34,6.5,421,1.6188650263923348,-1.9151641842171032,2
21.8,43.3,1.3,5.1,19.8,8.0,0.84,10.6,451,-2.4792307252239936,-0.6655461732371959,3
29.4,56.0,24.3,41.9,30.5,5.3,1.64,12.5,375,0.22951139229955086,1.6699444403593953,0
34.6,86.1,17.8,28.9,37.4,10.2,1.44,6.4,414,1.9646568286785677,-0.17767488154609087,2
30.5,62.3,13.3,18.8,19.7,5.2,1.01,11.4,495,-1.0716887691400563,0.21283350152265978,3
24.4,59.3,8.9,15.7,26.4,6.6,0.94,10.4,576,-1.0301281696602027,-0.27140134747229805,3
22.6,54.6,20.7,25.1,14.1,4.0,1.04,16.1,429,-2.414760499511649,1.5788983115381972,3
25.6,87.4,23.6,32.3,29.2,3.1,1.59,6.2,582,1.2522182301865163,0.6690615476569904,0
24.6,71.2,21.1,41.7,27.0,17.7,1.93,3.4,528,2.4781359307735955,0.5583104247570766,1
42.2,83.4,40.3,49.7,36.8,15.8,1.39,3.5,766,4.6240871152600835,1.204898371415461,1
28.3,82.7,11.7,19.7,28.6,14.5,1.27,5.2,430,1.0683632703647252,-0.6803712400699242,2
24.4,66.2,2.9,8.6,20.8,5.6,0.93,13.1,467,-2.0401860393569855,-0.6224958024688546,3
20.3,63.0,21.7,24.1,16.5,4.3,0.89,17.1,191,-3.0074991185658115,1.8663667455451038,3
21.3,48.3,2.4,5.8,15.5,6.3,1.08,10.5,296,-2.7716125304887145,-0.37265342309545607,3
28.4,44.5,8.7,16.6,25.0,0.9,1.03,10.3,208,-2.1742991540927785,0.37832455249354907,3
22.2,43.1,5.1,9.0,15.7,3.2,1.0,10.7,377,-2.8344946786162133,-0.021141846366769114,3
31.3,73.8,33.8,46.6,31.0,22.8,1.92,4.6,681,3.999150428126086,0.9468038173541417,1
26.3,74.5,12.7,18.3,21.1,1.1,1.01,13.1,365,-1.7876041463090537,0.44937769583432735,3
27.8,75.4,6.0,14.4,16.8,12.8,1.47,5.7,539,0.35054312308219565,-1.02768669590267,2
32.3,80.6,11.0,17.6,25.8,3.1,1.26,6.7,670,0.6060539730336489,-0.7049366322012538,2
26.0,66.5,1.7,5.4,20.2,5.8,1.0,10.2,399,-1.7903969066519532,-0.9150435434558396,3
23.5,60.1,0.4,7.2,17.2,6.1,1.02,10.1,384,-2.175509403654245,-0.7280595221554184,3
25.7,67.7,43.0,52.4,22.5,7.2,1.35,6.0,415,1.0949080790057655,3.114737144272318,0
24.0,45.3,20.8,25.7,12.9,3.6,0.77,13.4,346,-2.7098590256181025,1.7838981417355162,3
31.8,80.1,5.6,7.6,24.4,16.6,1.56,10.4,679,0.9985898479361638,-1.777431016519539,2
33.2,90.6,42.9,57.2,22.4,13.0,2.44,7.5,497,3.5688211881152934,2.331613308391004,0
27.4,73.5,17.1,22.1,15.7,8.3,0.92,12.0,572,-0.8719419570186663,0.4979104848074783,3
35.1,82.5,3.8,13.0,45.4,3.9,2.24,3.7,703,2.9290608698970058,-2.294995882260814,1
33.1,61.0,27.7,39.2,25.8,10.2,1.84,4.8,448,1.8818166858482221,1.1387048112227613,0
22.9,50.0,19.2,23.4,18.8,6.0,0.95,12.2,225,-2.2576481173687513,1.4185483013139129,3
23.9,65.3,26.1,33.5,22.3,1.4,1.03,12.6,499,-1.0951007067130256,1.8199134084031416,3
23.1,60.1,1.5,8.0,19.3,6.3,1.08,13.3,340,-2.439618488388534,-0.523896900080214,3
26.9,53.5,20.0,28.4,29.5,5.3,1.36,8.5,313,-0.3560742195710208,0.9767885828389372,3
28.7,77.3,23.1,24.7,12.1,7.6,1.02,10.7,577,-0.5140278122147508,0.900070942017753,3
31.0,71.4,4.3,10.3,19.5,7.9,0.99,11.1,212,-1.6109082519699456,-0.5390004676819405,3
32.8,73.6,18.6,39.5,21.4,12.2,2.21,4.4,590,2.5739552861095447,0.23909156319897232,1
22.4,57.3,5.8,9.6,23.6,4.3,1.08,11.0,595,-1.5725322187053135,-0.5549337085146401,3
27.2,52.7,7.4,13.9,22.2,5.4,0.94,11.4,577,-1.449627413662283,-0.2867493429015413,3
26.6,64.1,3.0,11.3,26.8,3.7,0.95,11.1,550,-1.3127929114573051,-0.777214357009909,3
22.9,52.6,7.6,15.3,26.3,4.4,0.99,11.1,517,-1.5947080976814425,-0.11543695242976805,3
30.7,71.1,26.1,34.5,19.0,3.2,0.78,11.3,512,-0.6440745785216812,1.6582473911117894,3
20.2,40.4,3.6,13.5,20.5,5.4,1.03,11.9,475,-2.4598651074750078,-0.08377028898123416,3
26.2,80.8,10.2,16.3,13.9,3.2,0.86,12.0,328,-2.0586735573773502,0.2935923766676569,3
25.4,73.2,28.7,35.4,12.3,6.0,1.13,10.1,371,-0.8006906558881539,2.0253395619771024,3
33.4,59.9,33.0,41.0,25.4,10.8,1.64,7.0,406,1.5111352854658815,1.7079743686641753,0
26.7,41.7,13.2,18.9,18.9,6.3,0.9,12.3,550,-1.7667935541710367,0.5009135704970468,3
34.5,71.4,29.5,52.6,37.9,17.1,2.09,3.9,744,4.515049611805345,0.7664910844233073,1
40.5,70.4,35.8,44.7,22.2,9.7,1.33,5.5,398,1.9112021981453917,1.891615990304487,0
26.7,85.4,4.9,11.9,26.3,19.4,2.22,5.2,421,1.8556389946547105,-1.7840623302140892,2
26.5,78.9,6.3,18.5,34.9,11.6,1.95,5.0,555,1.7979783618943281,-1.3687475632726884,2
23.2,40.3,2.3,8.9,19.5,5.7,0.89,11.1,255,-2.930321145207218,-0.15608592517573855,3
33.6,48.8,19.2,27.3,17.1,4.3,1.04,11.1,267,-1.435404041181193,1.2848480245008174,3
27.0,67.8,24.8,28.9,12.9,3.9,1.1,14.7,559,-1.3048165715053108,1.547171931908357,3
41.9,90.1,26.6,50.7,46.3,18.2,2.38,5.1,531,5.427628340379707,0.12359665041643926,1
29.9,78.6,25.1,30.1,26.5,7.2,1.49,7.3,323,0.7234806659499448,0.9322430213257434,0
26.4,76.0,16.0,32.9,31.8,10.6,2.15,4.8,548,2.226161724535372,-0.1313331614517629,1
32.6,71.9,48.0,60.0,30.8,6.8,2.0,5.0,388,2.9250257175290266,3.1361386982419317,0
16.7,52.9,0.0,7.3,19.9,6.9,0.95,11.0,229,-3.0436052732241294,-0.3494269217684565,3
21.5,59.9,4.1,5.5,15.1,7.1,0.97,11.8,365,-2.5829109259908933,-0.4167345327776292,3
29.9,54.2,24.6,38.5,30.9,14.1,1.67,7.0,359,1.395469607218189,1.087217837909676,0
30.6,47.9,14.4,18.8,16.1,2.4,1.05,12.4,386,-1.9900986667285305,0.7204856097135149,3
29.2,77.7,35.4,36.1,37.1,17.9,2.24,6.6,571,3.5517634276935617,0.7336264082305329,1
29.4,42.7,1.7,7.8,19.1,4.5,0.84,13.4,228,-3.0026932069036554,-0.250900116797628,3
33.3,66.3,13.6,25.8,19.3,12.9,1.41,8.4,460,0.5109511863061883,-0.007369744204292586,2
28.9,53.4,5.4,22.0,26.2,18.6,1.44,6.7,449,0.6707015248706708,-0.7793035950021215,2
28.7,67.4,11.0,15.2,19.2,8.3,1.13,10.3,481,-0.8043988130081285,-0.22138200651092552,3
35.3,65.3,25.6,36.8,19.2,6.0,1.57,5.5,576,1.3242726689362676,1.0437393281583456,0
27.9,48.1,1.3,14.6,32.5,0.9,1.55,7.0,449,-0.5859822360643501,-0.8707481820513986,2
24.1,74.7,5.1,12.1,10.5,6.4,1.07,11.0,454,-1.8626080285414743,-0.3387753162207061,3
30.4,78.9,17.5,30.8,26.1,7.9,1.39,6.3,608,1.264984886216035,0.16088825766948484,2
26.8,67.2,7.9,17.1,25.1,6.7,0.99,11.9,547,-0.9491001407534833,-0.3178424960588039,3
28.6,83.1,19.9,29.1,35.8,12.3,1.93,7.4,674,2.5467715492023277,-0.3019624715991484,1
25.8,62.6,11.7,16.7,10.0,6.6,1.01,15.8,413,-2.4620376924065113,0.557008817035978,3
28.9,49.8,0.3,1.5,20.5,8.5,1.13,11.4,485,-1.6849026557512878,-1.256538776829163,3
21.0,93.8,6.3,19.4,37.5,13.6,2.18,3.9,669,2.616105837406852,-1.6871696215889758,1
31.3,84.7,35.5,42.0,17.9,11.1,1.23,5.6,509,1.5694128298512213,1.8179490604662714,0
23.0,48.9,0.5,8.8,20.2,4.5,1.08,11.9,496,-2.2693144755554724,-0.6262223985911943,3
29.6,46.2,0.8,4.4,26.8,3.6,1.03,11.9,300,-2.2083177544236756,-0.8118253182145928,3
41.2,85.9,3.4,21.2,39.6,8.4,2.27,3.5,689,3.6061890826054483,-2.1854369371962656,1
29.1,41.5,0.9,4.8,18.7,3.4,1.02,12.6,337,-2.7334593086311445,-0.5709886188444914,3
26.7,53.8,6.9,21.8,25.3,7.7,1.59,6.4,295,-0.3653907396351781,-0.1821374923707109,2
29.7,69.0,18.0,26.3,28.9,9.8,1.58,5.4,674,1.6216630446693603,-0.16484111719518363,2
29.5,69.8,5.9,21.1,27.6,18.9,1.82,3.6,694,2.327327550368795,-1.5087322772261016,1
31.6,77.8,12.3,18.1,31.8,8.9,1.72,3.8,590,1.8404046795919564,-1.0195739822292087,2
29.5,67.3,5.1,11.7,20.5,3.6,1.11,11.2,379,-1.5378931096836093,-0.4664788264792335,3
28.7,63.9,13.5,25.3,16.2,10.9,1.17,6.3,478,-0.07880963135730874,0.21504658883102348,2
26.4,51.1,0.7,3.6,27.8,9.6,1.09,10.9,281,-1.7351297333459157,-1.0508454848681401,3
37.0,100.4,19.8,34.2,32.7,15.8,2.18,3.9,745,4.3932058636821525,-0.8097304344724088,1
32.2,84.1,4.3,13.3,20.1,12.6,1.38,6.7,401,0.39589748765347976,-1.2167668431693797,2
22.9,50.1,7.0,13.7,12.1,8.4,1.09,13.6,589,-2.129095091751416,-0.04626611477461699,3
35.7,82.0,40.5,57.9,25.3,13.6,2.14,7.7,614,3.6309228049232725,2.1313116006198367,0
32.2,70.0,3.5,10.2,25.4,19.3,2.59,3.9,735,2.92881357267798,-2.4265129753886,1
35.6,57.6,19.4,33.5,35.1,10.0,1.57,5.1,424,1.7708598292959172,0.3172647288903693,2
23.4,54.7,4.0,12.3,24.1,2.8,0.87,10.2,433,-2.060668172916307,-0.29266359118594637,3
24.8,80.3,9.2,14.0,12.2,4.8,0.9,11.1,277,-2.160327952417989,0.17899843585235634,3
31.3,75.0,37.8,47.1,32.6,11.0,1.87,5.6,451,2.736319905355977,1.8259521776771073,0
27.2,42.8,12.5,15.0,14.6,3.3,1.1,10.9,284,-2.421798696887076,0.6374686766657721,3
26.2,64.2,1.9,6.6,19.7,6.2,1.05,13.8,369,-2.2065971298488414,-0.6911553964905427,3
33.8,71.4,35.9,59.1,36.1,15.0,1.74,3.6,619,3.942911375888075,1.7755323396990477,0
34.6,80.3,8.6,29.2,31.5,7.4,1.28,9.5,326,0.5275722122298724,-0.18296702192143782,2
34.6,71.6,21.7,37.5,30.7,16.4,2.18,4.1,754,3.732533381774735,-0.19423123944341933,1
27.4,78.0,5.0,21.9,33.8,16.5,1.57,5.6,468,1.5584169397063288,-1.2032483151772124,2
26.8,42.1,5.4,11.7,20.1,4.5,0.85,13.1,276,-2.8279866052596314,0.11603553582098458,3
33.2,72.0,4.1,16.3,24.8,6.6,2.02,5.9,662,1.343471983789297,-1.4501853888715706,2
16.0,64.1,13.4,18.9,24.4,2.0,1.0,12.2,487,-2.037101403514985,0.6264855596375957,3
30.9,73.7,5.5,10.2,32.5,2.3,1.83,6.9,653,0.8776841098079993,-1.5024287272863566,2
35.0,80.2,11.9,24.4,30.4,14.1,1.71,4.5,617,2.491074129323858,-1.022183786308123,1
31.2,86.3,39.3,52.8,16.8,9.9,1.73,5.9,571,2.354482382397733,2.3232380224327183,0
25.4,74.2,40.6,46.1,19.7,9.9,1.32,6.1,459,1.1194151706941213,2.592589752723132,0
38.5,83.8,19.5,31.0,28.0,14.3,2.22,7.3,443,2.790467150443925,-0.24782210580214167,1
30.9,89.0,7.3,30.9,37.3,6.8,2.21,4.4,660,2.8855568890089622,-1.1297012142389355,1
23.2,86.5,3.1,21.4,22.3,15.0,1.56,7.3,601,0.8395641429443201,-1.113390727361184,2
38.9,77.5,5.2,25.6,43.7,15.4,2.32,4.2,610,3.9196949693794756,-1.9502742511618993,1
32.8,63.6,33.1,54.9,33.0,19.6,1.48,4.7,655,3.448064087854115,1.5427407364721355,0
30.8,84.4,34.2,50.3,27.8,16.1,1.3,5.1,416,2.4482660844722863,1.8159450281832765,0
26.6,66.0,2.2,3.7,27.7,11.7,1.63,6.6,395,-0.01676730784651793,-1.6239377993007533,2
26.0,45.3,5.3,12.4,27.4,7.2,0.78,18.9,546,-2.4322513766679354,-0.17759041450759638,3
33.0,47.0,16.4,23.0,26.3,4.9,1.22,9.8,655,-0.0581766895674547,0.22568597574948546,2
17.7,75.2,3.5,8.0,18.6,2.0,1.04,13.0,593,-2.255053756400995,-0.5510084289126748,3
25.3,73.8,6.5,19.1,32.4,12.6,1.2,5.5,419,0.525417311910937,-0.82074597370734,2
18.9,63.2,6.2,8.0,13.9,5.0,1.09,10.3,410,-2.407010359402766,-0.20636980883339276,3
28.2,73.5,3.8,14.8,24.8,11.1,1.11,7.0,577,0.15207916992142353,-1.1274678126206656,2
34.3,102.4,38.8,58.4,40.4,12.8,2.09,2.7,811,5.508817551628119,1.2187949637251476,1
27.8,56.7,6.7,18.0,26.9,6.1,1.64,6.1,371,-0.12628227766971853,-0.5072539126653943,2
26.7,52.8,27.3,31.8,15.6,1.9,0.89,11.9,318,-1.8987090184578672,2.2139146292332166,3
38.2,110.1,0.1,12.5,41.7,15.8,1.98,6.2,709,3.7040843257869454,-3.0048911969966223,1
27.8,79.0,16.6,24.0,25.5,5.2,1.06,10.3,359,-0.5612902018237924,0.5111542889249318,3
22.1,41.0,14.8,20.3,12.8,4.9,1.18,15.0,217,-3.104821710756457,1.3314351203561305,3
22.9,57.4,15.9,22.8,20.6,7.5,0.91,10.4,336,-1.6061237859830748,0.8679064719291084,3
21.9,45.1,13.9,15.3,26.3,1.4,0.92,11.4,262,-2.519380706350621,0.7655181145576683,3
22.7,68.4,14.6,25.8,26.5,3.0,1.37,5.4,321,-0.407901444046253,0.5227274507771684,2
22.4,69.0,9.2,12.2,18.7,4.0,1.15,12.8,245,-2.3288110433230935,0.18523396794312982,3
