,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,PCA1,PCA2,cluster
907,34.6,75.7,3.7,27.7,32.2,3.9,1.91,3.6,703,2.1558654354232516,-1.231710819692153,2
908,24.1,60.2,6.3,12.2,30.8,17.6,1.44,8.0,353,0.11055732408363149,-0.988465801877783,2
910,34.4,75.8,7.2,22.6,35.5,12.0,1.42,9.5,582,1.421919745028182,-1.0469982143468135,2
912,32.7,79.1,17.2,29.7,23.9,17.0,1.25,7.5,504,1.4183583342909933,0.008745202786891133,2
918,33.7,72.5,6.9,22.6,22.8,16.2,1.48,8.5,644,1.2904126500346496,-1.004535682478002,2
919,30.4,72.9,10.9,25.7,29.3,8.9,1.58,5.3,655,1.5257478092454204,-0.6272881840578138,2
922,30.0,85.3,9.2,18.2,25.8,5.2,1.42,10.2,503,0.10122096346208534,-0.5728282597211899,2
924,28.6,71.9,4.1,17.7,44.3,4.1,1.48,4.9,780,1.6775562217580806,-1.5922797182330726,2
930,29.2,77.9,12.9,21.4,24.7,12.6,1.39,6.4,640,1.1856943557713697,-0.6089535891380395,2
933,33.7,88.9,10.2,19.0,23.8,-0.3,1.7,8.3,405,0.24617773615668698,-0.4512786355690993,2
935,33.8,88.3,7.6,13.1,26.7,5.6,1.44,5.9,654,1.1326361047863478,-1.3703173301279175,2
938,32.5,55.8,1.0,13.5,34.3,9.7,1.84,6.0,325,0.6514843886004802,-1.421963038517708,2
942,27.6,89.6,14.9,33.8,24.3,8.7,1.53,6.3,582,1.3747608747097986,0.10017756991628878,2
947,35.1,78.2,14.0,32.1,28.3,3.0,1.98,3.7,597,2.1165320876954414,-0.2708078314998413,2
952,34.3,84.1,12.2,21.4,17.4,13.6,1.29,5.9,626,1.2587908196417184,-0.6952925564757088,2
963,31.3,56.1,2.3,11.6,21.1,9.0,1.41,10.9,588,-0.5444564999062933,-1.0895082073618576,2
965,27.4,77.3,0.7,12.2,25.3,5.3,1.57,10.8,477,-0.5003001603263603,-1.1675679871489353,2
967,25.7,71.4,13.9,18.5,22.2,6.4,1.41,7.7,520,-0.12487012684622714,-0.10225799207390085,2
972,30.7,66.4,16.6,24.4,23.3,9.5,1.53,9.5,379,0.1596743220451008,0.2905750358591233,2
973,32.0,75.0,2.5,12.8,32.3,4.3,1.39,5.6,546,0.6011664916538735,-1.4542273725671453,2
981,32.4,76.4,22.2,30.0,23.0,10.2,1.47,7.6,331,0.7815356146197886,0.7026587027437295,2
983,22.1,73.9,4.6,14.5,32.4,22.2,2.1,6.8,492,1.7338476680600494,-1.6541520758592012,2
987,39.6,87.7,2.8,12.5,28.9,2.8,2.05,3.8,692,2.195522525996447,-2.0952932994915714,2
990,29.7,88.0,3.9,13.9,36.8,10.3,1.7,6.9,457,1.3673442076925157,-1.618592269469642,2
993,27.7,56.2,6.1,17.1,19.2,11.9,1.61,5.6,507,0.16526006078116642,-0.7515534108044203,2
1000,32.2,69.4,1.5,14.1,24.3,12.5,1.89,5.7,481,1.0410195756357115,-1.574240936409595,2
1002,25.4,76.7,10.3,19.4,22.7,10.5,1.19,7.8,609,0.17865006065557568,-0.481580826279745,2
1006,28.8,49.0,0.4,9.3,35.2,7.3,1.43,5.4,553,0.19776216711786926,-1.5639305680638218,2
1007,32.4,57.8,18.0,29.1,26.1,9.8,1.71,7.4,299,0.6297792280632851,0.5015244461458161,2
1011,32.2,55.6,9.9,20.0,25.2,14.1,1.75,6.1,516,1.1031056467206373,-0.7450030003044915,2
1012,33.9,63.1,2.2,11.7,21.1,17.9,2.55,8.9,680,1.8915948538255096,-2.033343437448836,2
1013,32.2,68.5,12.0,23.4,26.2,9.3,1.52,6.1,370,0.6646350309427738,-0.2432834046641909,2
1018,33.8,80.4,17.5,32.8,21.1,12.3,1.51,5.0,361,1.3701666980150735,0.30425469727989557,2
1020,34.7,80.3,2.8,10.9,17.2,8.8,1.56,5.2,324,0.17835646000362024,-1.2832338622080213,2
1022,29.5,79.8,12.8,29.8,33.2,13.3,1.1,5.9,389,1.142802752071045,-0.12792341905878044,2
1025,30.1,75.1,20.5,33.4,28.2,5.4,1.44,6.2,648,1.3560106611215996,0.45967248924356713,2
1027,28.0,86.9,7.1,16.5,19.6,7.8,1.77,5.7,665,0.9954542212224485,-1.1358762803733908,2
1028,35.4,75.0,10.0,18.8,24.0,13.6,1.5,6.2,390,1.0499743668785722,-0.7992282884640997,2
1050,25.4,71.8,1.8,11.8,21.3,10.2,1.33,7.2,506,-0.34167614648661726,-1.1643995967300773,2
1051,29.9,51.4,2.8,14.2,23.7,10.0,1.43,9.0,321,-0.7761146263500224,-0.725350790717732,2
1055,29.9,84.5,11.5,24.0,22.2,7.7,1.69,5.1,424,0.9287032926216627,-0.36369667569814745,2
1057,35.9,69.9,6.2,17.2,34.0,12.5,2.18,7.0,447,1.9649104841268337,-1.4761988585755825,2
1059,35.2,85.5,0.5,12.4,30.8,12.2,1.91,6.9,318,1.32385470152019,-1.8454817930560126,2
1064,36.2,63.6,16.1,27.3,23.4,9.6,1.73,7.6,574,1.320089022643589,-0.08953320260175845,2
1067,22.7,89.6,19.5,35.4,27.0,10.8,1.37,6.3,632,1.4151888060927034,0.44169440247445574,2
1068,32.7,93.0,12.6,23.5,23.5,0.8,1.51,6.0,598,0.9428831310776447,-0.4013984955137656,2
1072,25.9,59.9,2.4,6.1,31.7,13.9,1.47,5.8,388,0.14135531667892168,-1.5520040818335348,2
1074,32.9,63.1,12.1,17.5,24.7,12.3,1.57,5.1,467,0.965779405211745,-0.6711975830599282,2
1075,29.8,85.5,6.2,15.4,34.0,4.5,1.34,11.3,405,-0.08563295887258997,-0.8359550855108902,2
1076,32.0,88.8,4.7,13.5,29.4,11.5,1.62,7.9,604,1.3710364732141531,-1.6452529308441053,2
1077,26.2,52.6,11.3,11.5,29.3,14.6,1.55,7.3,397,0.1646344410551158,-0.6920918867859744,2
1080,34.1,72.9,2.2,15.6,33.6,4.9,1.43,5.6,526,0.8484864706800993,-1.4238234233708307,2
1084,31.2,54.0,16.4,22.8,23.0,3.9,1.59,9.4,492,-0.1920220099362875,0.34598814511479176,2
1085,31.5,53.9,2.5,10.8,29.9,12.7,1.58,5.3,395,0.4855323086212924,-1.424060091154007,2
1086,27.7,81.8,1.1,8.9,26.5,20.1,1.33,5.2,317,0.6862498599244429,-1.7507295781239856,2
1087,24.6,52.4,4.1,18.1,27.0,14.7,1.4,8.8,356,-0.42304370754058596,-0.6030866637264282,2
1094,36.0,75.2,4.7,10.5,33.5,0.4,1.72,6.5,336,0.4167825530860854,-1.2709242733034394,2
1096,26.7,48.8,19.7,23.8,31.8,5.3,1.27,5.3,538,0.2737750466036705,0.43121300743064067,2
1097,31.6,105.9,0.4,15.7,38.4,11.9,1.34,6.5,421,1.6188650263923348,-1.9151641842171032,2
1100,34.6,86.1,17.8,28.9,37.4,10.2,1.44,6.4,414,1.9646568286785677,-0.17767488154609087,2
1107,28.3,82.7,11.7,19.7,28.6,14.5,1.27,5.2,430,1.0683632703647252,-0.6803712400699242,2
1115,27.8,75.4,6.0,14.4,16.8,12.8,1.47,5.7,539,0.35054312308219565,-1.02768669590267,2
1116,32.3,80.6,11.0,17.6,25.8,3.1,1.26,6.7,670,0.6060539730336489,-0.7049366322012538,2
1121,31.8,80.1,5.6,7.6,24.4,16.6,1.56,10.4,679,0.9985898479361638,-1.777431016519539,2
1145,26.7,85.4,4.9,11.9,26.3,19.4,2.22,5.2,421,1.8556389946547105,-1.7840623302140892,2
1146,26.5,78.9,6.3,18.5,34.9,11.6,1.95,5.0,555,1.7979783618943281,-1.3687475632726884,2
1160,33.3,66.3,13.6,25.8,19.3,12.9,1.41,8.4,460,0.5109511863061883,-0.007369744204292586,2
1161,28.9,53.4,5.4,22.0,26.2,18.6,1.44,6.7,449,0.6707015248706708,-0.7793035950021215,2
1164,27.9,48.1,1.3,14.6,32.5,0.9,1.55,7.0,449,-0.5859822360643501,-0.8707481820513986,2
1166,30.4,78.9,17.5,30.8,26.1,7.9,1.39,6.3,608,1.264984886216035,0.16088825766948484,2
1177,26.7,53.8,6.9,21.8,25.3,7.7,1.59,6.4,295,-0.3653907396351781,-0.1821374923707109,2
1178,29.7,69.0,18.0,26.3,28.9,9.8,1.58,5.4,674,1.6216630446693603,-0.16484111719518363,2
1180,31.6,77.8,12.3,18.1,31.8,8.9,1.72,3.8,590,1.8404046795919564,-1.0195739822292087,2
1182,28.7,63.9,13.5,25.3,16.2,10.9,1.17,6.3,478,-0.07880963135730874,0.21504658883102348,2
1185,32.2,84.1,4.3,13.3,20.1,12.6,1.38,6.7,401,0.39589748765347976,-1.2167668431693797,2
1189,35.6,57.6,19.4,33.5,35.1,10.0,1.57,5.1,424,1.7708598292959172,0.3172647288903693,2
1196,34.6,80.3,8.6,29.2,31.5,7.4,1.28,9.5,326,0.5275722122298724,-0.18296702192143782,2
1198,27.4,78.0,5.0,21.9,33.8,16.5,1.57,5.6,468,1.5584169397063288,-1.2032483151772124,2
1200,33.2,72.0,4.1,16.3,24.8,6.6,2.02,5.9,662,1.343471983789297,-1.4501853888715706,2
1202,30.9,73.7,5.5,10.2,32.5,2.3,1.83,6.9,653,0.8776841098079993,-1.5024287272863566,2
1208,23.2,86.5,3.1,21.4,22.3,15.0,1.56,7.3,601,0.8395641429443201,-1.113390727361184,2
1212,26.6,66.0,2.2,3.7,27.7,11.7,1.63,6.6,395,-0.01676730784651793,-1.6239377993007533,2
1214,33.0,47.0,16.4,23.0,26.3,4.9,1.22,9.8,655,-0.0581766895674547,0.22568597574948546,2
1216,25.3,73.8,6.5,19.1,32.4,12.6,1.2,5.5,419,0.525417311910937,-0.82074597370734,2
1218,28.2,73.5,3.8,14.8,24.8,11.1,1.11,7.0,577,0.15207916992142353,-1.1274678126206656,2
1220,27.8,56.7,6.7,18.0,26.9,6.1,1.64,6.1,371,-0.12628227766971853,-0.5072539126653943,2
1227,22.7,68.4,14.6,25.8,26.5,3.0,1.37,5.4,321,-0.407901444046253,0.5227274507771684,2
1231,24.6,62.7,13.5,17.9,29.4,7.9,1.51,6.2,510,0.3088524943506017,-0.304081489663347,2
1235,28.2,61.2,1.2,10.9,22.7,7.1,1.86,8.6,501,-0.2076618723297799,-1.25424336673532,2
1239,31.2,62.3,0.9,8.7,20.4,15.0,1.49,8.6,599,0.2195475099326676,-1.6386994221517055,2
1240,33.2,57.3,6.3,20.3,31.2,5.8,1.69,8.2,316,0.14651157361246578,-0.5400392982657737,2
1243,33.1,57.8,17.2,33.0,28.3,9.2,1.38,5.2,642,1.4402729795040063,0.21278777370836957,2
1248,32.0,89.4,3.6,17.4,21.8,15.8,1.34,5.4,325,0.8209661588858174,-1.2124213573235598,2
1253,22.3,66.1,11.3,15.4,26.8,14.1,1.32,5.5,497,0.3077524235686635,-0.5958127828931852,2
1254,36.7,44.6,2.4,5.8,28.8,18.1,1.63,8.7,502,0.7139007880169808,-1.8409852544712615,2
1255,31.4,81.3,12.3,15.1,31.7,11.9,1.44,5.5,447,1.2736561916934837,-0.9530791298719059,2
1259,28.7,69.0,19.1,33.7,19.4,11.0,1.24,9.7,589,0.38794524702808963,0.7523238306486283,2
1261,27.6,51.3,6.0,12.7,32.6,6.4,1.44,5.1,386,-0.13605184847824756,-0.8281520042704076,2
1264,30.3,58.1,1.8,13.5,29.6,6.5,1.54,8.5,524,-0.03437744222085306,-1.1862066897925743,2
1270,31.9,70.7,20.2,28.7,29.2,9.7,1.39,6.4,689,1.6260087923389601,0.06674012104092471,2
1274,30.6,92.3,14.2,30.6,22.4,14.4,1.6,5.6,574,1.9601822004703728,-0.3520912008206946,2
1278,31.8,67.6,9.8,15.1,29.2,2.1,1.64,6.7,454,0.26156681555793215,-0.6567050872702102,2
1282,29.2,54.0,4.7,17.1,37.9,18.2,1.75,7.4,543,1.5239786576307468,-1.4473134174176439,2
1283,29.9,69.7,4.0,13.5,25.5,10.5,1.52,11.8,668,0.19418956304870863,-1.235021648057445,2
1288,31.3,75.9,2.7,9.3,29.5,10.7,1.17,5.1,697,0.9602597753265729,-1.8341935648917698,2
1294,33.2,59.6,11.5,15.6,23.6,6.4,1.25,5.6,463,0.025548432626960473,-0.43492909633478527,2
1295,25.1,81.3,11.9,21.9,33.8,8.1,1.48,13.9,625,0.329585019632518,-0.3676129913143184,2
1303,37.4,77.5,14.6,21.9,28.2,6.5,1.09,5.8,642,1.2505468901693126,-0.5150078253206416,2
1313,28.4,65.8,10.9,22.2,27.5,11.9,1.7,6.1,524,1.0633006457293148,-0.5680186624205787,2
1324,23.7,73.0,16.4,21.4,21.7,9.5,1.66,6.0,386,0.2452068808297559,0.13076974469849328,2
1331,35.0,76.4,20.3,28.2,19.9,11.2,1.68,6.6,430,1.3068709538574763,0.2669962665324263,2
1332,31.4,73.5,3.8,11.4,30.4,2.5,1.69,8.8,618,0.3918897312862476,-1.3745871756708397,2
1337,35.0,71.5,10.2,18.8,28.7,11.4,1.46,5.4,443,1.1927959305699949,-0.8481678000248285,2
1346,28.2,87.5,2.8,10.6,27.0,8.3,1.77,5.0,538,1.01241574043291,-1.6967598477772086,2
1348,34.3,48.9,18.1,27.7,29.2,5.4,1.65,5.6,304,0.5409205294677084,0.5047416310451301,2
1349,32.3,87.5,1.1,5.4,23.1,8.7,1.52,8.3,343,-0.05815468444887631,-1.6381866386188626,2
1351,22.9,62.2,18.8,26.5,29.4,4.7,1.23,8.0,536,-0.15561305134292608,0.6385846399445215,2
1354,32.2,77.3,6.3,18.6,17.3,13.3,1.6,8.4,454,0.46588258401145877,-0.8423640760119437,2
1358,30.8,69.0,8.1,21.3,17.8,8.0,1.37,5.6,635,0.43198978861131915,-0.5856467050763943,2
1367,35.2,51.3,0.5,16.0,36.2,11.6,1.59,5.3,694,1.5913265659738383,-1.830809941308685,2
1370,35.0,57.4,0.7,5.1,25.3,16.0,1.42,5.3,441,0.553933587783416,-1.9017868041889978,2
1378,30.0,61.7,0.1,15.6,19.2,8.0,1.83,5.3,529,0.29373452252179916,-1.2686864146601893,2
1380,31.0,46.3,12.4,31.1,30.1,19.2,1.31,8.0,484,1.0226798390270284,-0.021255876078760932,2
1381,33.4,76.3,3.2,7.9,23.7,3.8,1.89,8.2,388,0.03955260621873804,-1.3642057388539253,2
1383,31.0,53.4,5.7,13.7,36.4,9.1,1.51,8.4,671,0.780970476026917,-1.2987313901297335,2
1384,35.4,85.1,18.4,25.0,25.3,6.5,1.56,5.3,425,1.3470310235115532,-0.04627417421809477,2
1385,26.9,72.5,17.1,37.3,26.9,5.2,1.52,5.4,479,0.8789439109250039,0.7020424473303074,2
1387,40.5,87.4,11.0,17.9,19.4,15.2,1.44,9.4,476,1.2537683987336632,-0.9511518448274858,2
1390,29.4,64.6,13.7,29.0,27.6,13.0,1.83,5.0,722,2.0445273786382834,-0.4709640468786656,2
1393,27.6,84.1,0.8,12.4,26.5,13.1,1.55,7.4,668,1.0026936776398374,-1.8158488963069468,2
1395,27.7,62.9,17.5,24.0,22.5,18.1,1.56,6.0,495,1.1307391770065922,-0.06904755510709723,2
1406,31.2,60.4,2.5,5.5,22.1,15.1,2.06,3.6,732,1.6180826699997533,-2.206810381397144,2
1407,28.3,82.6,18.2,25.7,29.0,6.7,1.49,6.1,563,1.1888455067682313,-0.004691556691205556,2
1414,31.6,71.5,11.0,24.3,24.5,17.1,1.57,8.0,560,1.3706284564672302,-0.6411352545339352,2
1420,35.9,78.3,2.7,4.1,19.1,10.8,1.41,5.2,620,0.7472782534819311,-1.9717608032251994,2
1423,28.7,89.4,3.3,10.7,24.1,-0.1,1.89,12.3,590,-0.22443330874304349,-1.2173465219780224,2
1425,23.0,86.2,9.1,25.3,34.8,12.5,1.99,3.9,559,2.159877478898727,-0.9799554416782585,2
1429,23.5,62.3,0.8,10.5,32.4,14.9,1.03,8.1,614,-0.010075594212438598,-1.4996575274644215,2
1430,34.3,78.8,2.4,14.6,34.4,9.2,1.79,4.3,681,2.1075488967638165,-1.9985902694948803,2
1434,29.8,92.2,15.1,29.7,25.5,5.8,1.75,5.8,657,1.753391137650189,-0.2521979025739371,2
1435,32.4,82.2,11.2,16.0,26.0,4.5,1.45,6.8,601,0.7493683642592613,-0.8040869073914743,2
1438,32.7,86.0,7.5,17.3,31.0,15.3,1.3,5.8,683,1.9226138900746028,-1.5223065922849934,2
1440,33.8,62.6,10.1,20.0,26.6,11.2,1.78,6.0,322,0.851443975903724,-0.5794902361417479,2
1448,29.4,92.3,10.7,18.0,21.7,16.7,1.88,6.2,628,1.9775568829176504,-1.2387702622457157,2
1451,27.8,90.3,11.9,20.6,33.1,10.7,1.37,6.3,533,1.3481935840558141,-0.7780778590429461,2
1456,24.1,70.9,10.6,17.7,23.4,4.1,1.47,6.3,475,-0.2900422597585172,-0.25633657582417885,2
1460,31.8,68.2,10.7,21.0,25.4,12.2,1.34,3.4,637,1.3943449466988818,-0.8182154243090254,2
1468,34.8,72.7,12.7,20.2,23.4,16.3,1.68,8.2,679,1.7506091270276767,-0.9238409204581377,2
1477,25.7,64.4,13.8,25.0,21.4,14.9,1.54,6.6,324,0.28005142282552176,0.13279349516361721,2
1479,28.2,80.5,19.1,31.5,25.0,11.1,1.11,5.2,373,0.7436621814159489,0.5661324765867836,2
1482,31.6,67.0,10.3,22.0,31.4,1.7,1.3,5.4,513,0.41681511099795027,-0.36465154615640416,2
1485,23.0,59.3,10.6,18.8,26.1,15.3,1.42,10.6,337,-0.47394499264116646,-0.1375994695070361,2
1492,24.5,62.2,7.7,12.4,25.2,7.3,1.65,8.8,393,-0.5771709330883126,-0.584015515647582,2
1494,24.6,54.3,23.1,28.1,29.8,14.9,1.32,6.9,638,1.0537784443472904,0.4919769764650117,2
1495,20.6,80.6,0.3,5.1,22.0,4.6,1.49,7.6,647,-0.5969715067338083,-1.5343269567245792,2
1499,40.0,52.7,1.0,12.1,34.3,5.3,1.25,6.2,355,0.18119772915178234,-1.3536112524804864,2
1508,30.4,80.0,16.0,29.5,32.8,2.5,1.66,5.2,459,1.2573845616663375,0.07609054967257901,2
1513,31.2,49.7,20.5,30.6,25.2,15.7,1.59,9.0,347,0.6432201537196134,0.703311212420988,2
1516,27.1,58.3,4.7,17.0,29.4,7.5,1.07,5.0,349,-0.45792182062614323,-0.5918347065489618,2
1518,34.7,75.8,2.7,6.4,33.2,6.3,1.5,7.8,335,0.24917831781541414,-1.5877334181194158,2
1533,28.2,66.9,0.3,13.2,26.0,9.6,1.51,5.0,379,0.08372155914605008,-1.2901105195409994,2
1540,29.2,63.7,0.2,11.0,24.3,18.3,1.3,11.8,574,-0.019266697720121448,-1.5222015578384203,2
1548,30.7,65.8,5.5,14.2,25.8,11.0,1.32,5.6,380,0.17125529005893056,-0.954940775317614,2
1549,31.7,78.8,22.2,33.1,31.5,10.8,1.6,6.2,494,1.9217041001057062,0.36023041642132475,2
1551,34.7,85.0,4.1,14.2,29.5,13.2,1.41,5.1,608,1.7083999735702997,-1.7760164284499305,2
1556,26.3,90.4,14.7,26.7,35.1,4.8,1.94,3.6,543,2.0153404278449893,-0.46952442860585675,2
1558,31.0,85.8,10.1,24.8,29.4,8.5,1.89,12.1,507,0.9904596751862367,-0.5334298241694729,2
1559,36.3,58.4,4.7,13.2,24.0,8.8,1.46,6.7,629,0.6189883747559823,-1.3001298747781969,2
1565,34.0,62.5,20.5,30.6,29.1,9.5,1.8,6.4,346,1.3196892910468845,0.4538446714662981,2
1571,32.4,73.0,2.9,13.8,23.4,7.2,1.76,6.9,315,0.13176628252014674,-1.095300338161426,2
1576,35.2,68.3,4.7,16.8,21.6,13.0,1.3,9.6,478,0.21032693301101488,-0.9709591221734218,2
1581,35.6,87.7,16.8,22.6,24.8,4.0,1.21,11.3,605,0.4833078898740297,-0.06378568803542894,2
1582,30.6,58.5,17.0,31.9,27.1,9.3,1.54,5.4,405,0.8680619417257593,0.458422368685667,2
1586,31.9,57.1,4.4,12.0,27.0,7.7,1.23,6.1,395,-0.2793335965245755,-0.9534939810380612,2
1590,28.2,56.0,12.8,21.0,23.4,10.6,1.65,5.3,277,0.11561780910516059,-0.016376898073144644,2
1593,27.4,57.4,2.5,17.0,35.5,10.3,1.63,6.1,365,0.44115649297108095,-1.0865226440844875,2
1604,27.8,96.1,4.5,31.9,39.5,0.7,1.99,4.5,614,2.16903588294339,-0.9762159214006668,2
1605,34.2,78.8,18.1,29.6,24.6,11.3,1.73,6.8,441,1.575878040191565,0.07315757159638432,2
1610,22.2,83.3,11.0,22.4,25.2,14.7,1.35,10.2,528,0.3208829007795775,-0.3476890036635236,2
1611,34.4,54.0,15.7,28.5,28.9,17.2,1.58,8.0,487,1.4585661280218445,-0.10471155476801164,2
1615,25.4,75.7,17.5,29.2,18.7,11.8,1.45,7.0,462,0.4542988409980351,0.46052498651609924,2
1620,27.0,84.3,18.2,25.4,15.5,10.9,1.08,5.5,431,0.1781932941382018,0.40749049202668547,2
1623,34.4,68.6,14.6,20.6,28.4,6.4,1.36,7.2,412,0.4979447929208291,-0.18143809143486056,2
1626,34.9,83.9,7.0,9.5,31.4,7.8,1.68,5.1,524,1.454594740987678,-1.663821769216005,2
1631,30.1,54.7,5.2,7.2,30.1,18.6,1.65,5.8,520,1.068684764801943,-1.7153250566014222,2
1633,30.9,73.9,7.1,19.8,27.7,4.1,1.19,6.1,545,0.26895061111892177,-0.6673229788913049,2
1634,30.9,81.4,14.5,24.8,27.9,15.9,1.59,7.1,392,1.4530988716594366,-0.37586891490258695,2
1636,21.1,50.6,1.1,14.4,32.2,13.1,1.54,7.4,634,0.1893416726819062,-1.291045324048833,2
1638,29.2,83.7,5.8,20.6,25.7,11.9,1.46,5.1,698,1.4831338089776582,-1.2500841481414526,2
1640,40.8,82.2,2.4,14.3,29.8,10.6,1.04,5.1,481,1.213565236629043,-1.6716045237595376,2
1642,34.1,90.5,14.3,17.4,19.6,6.4,1.59,7.0,494,0.8254959767745761,-0.5317228028752073,2
1644,28.1,82.0,14.5,19.5,27.0,9.3,1.47,8.2,697,1.0592009128057127,-0.5786977864872939,2
1647,25.3,79.8,2.3,10.9,33.5,14.1,2.04,4.3,602,1.8643740720097548,-2.053680866467453,2
1650,26.4,76.1,16.6,21.8,20.2,5.7,1.73,5.3,633,0.8047710561476398,-0.12120647945358497,2
1653,33.4,80.3,3.1,13.0,23.3,10.1,1.76,7.3,600,1.057353300983276,-1.6072175013264793,2
1655,30.2,72.3,13.7,22.2,29.8,10.1,1.74,9.7,555,1.036175715244885,-0.42629984380544594,2
1658,28.7,60.8,20.4,34.7,31.8,9.5,1.4,7.6,667,1.314500979111301,0.5283890084609949,2
1661,26.9,67.4,4.4,12.5,31.9,11.2,1.69,5.8,311,0.4112215329037061,-1.1708273168928034,2
1668,26.9,66.8,10.5,18.7,30.4,10.5,1.71,10.8,589,0.5599425572018983,-0.6349570974557591,2
1672,30.1,71.8,6.7,24.3,28.7,12.4,1.34,6.9,571,1.0032892490824432,-0.7803887972398701,2
1673,24.8,84.3,1.0,9.2,24.8,2.7,1.64,9.2,614,-0.25941034281265496,-1.4207876577782192,2
1675,32.7,64.6,12.6,18.9,30.5,9.5,1.65,7.2,505,1.0270067411692159,-0.6201608584138407,2
1680,30.1,56.7,7.9,25.2,26.4,11.4,1.39,7.0,662,0.795072571222488,-0.5611815201343283,2
1681,24.2,80.6,3.3,13.0,23.6,14.5,1.22,6.1,367,-0.049964119181080985,-1.1059331889898498,2
1682,29.7,82.0,20.8,30.1,26.9,11.6,1.39,7.2,424,1.1424993853023397,0.42430208344645487,2
1685,29.1,93.5,9.8,30.2,29.3,13.4,1.54,5.4,402,1.6726085894859106,-0.5060736772951997,2
1691,31.5,66.1,1.5,9.5,23.4,8.2,1.39,6.6,691,0.3320157693096,-1.613960077676128,2
1693,32.9,56.0,6.0,15.9,21.0,12.3,1.78,6.4,434,0.49146855624779756,-0.9344630515414962,2
1694,28.1,83.5,11.8,24.0,28.6,9.0,1.07,9.0,690,0.7025175419936113,-0.4239451839633618,2
1697,24.2,89.0,22.8,31.7,34.3,10.9,1.46,5.8,623,1.9536821757697775,0.2577147450125805,2
1698,26.8,91.8,5.1,10.5,28.3,7.2,1.31,9.6,376,-0.2611525662403123,-1.072511253363624,2
1701,25.8,56.2,8.5,16.8,29.4,10.3,1.3,5.0,414,0.037214701001540694,-0.5528722160284429,2
1719,28.4,76.2,16.8,28.7,30.0,8.2,1.64,5.7,644,1.620241956970527,-0.11984902564489297,2
1724,27.5,83.2,6.7,16.6,24.2,10.1,1.63,9.3,566,0.5207870890679237,-0.9858291349811921,2
1731,19.1,50.6,4.8,18.4,33.6,5.9,1.98,6.6,648,0.3421999970227962,-0.8475567765340081,2
1737,40.4,59.6,5.1,17.0,30.5,11.7,1.35,8.9,673,1.2344223298786017,-1.393959231224463,2
1739,21.8,88.6,1.7,13.9,29.4,10.8,1.66,6.2,541,0.7458766770744003,-1.5165925400762126,2
1742,25.6,68.2,8.0,21.8,27.9,9.9,1.6,5.2,579,0.8732998857195045,-0.7154548934389828,2
1744,22.1,83.0,0.7,9.3,32.5,11.4,1.6,6.3,512,0.5920678440080139,-1.7481428969847088,2
1746,35.0,60.9,3.3,8.2,27.0,15.3,1.41,7.0,684,1.0713168464687284,-1.8765802319514153,2
1748,32.6,54.3,5.7,19.6,25.9,11.8,1.35,7.0,649,0.6724311438362143,-0.9422271460528994,2
1750,26.5,78.8,0.1,14.2,38.2,3.5,1.14,7.9,589,0.13714950388550454,-1.4138536437609477,2
1772,29.8,91.3,3.6,10.8,34.6,14.0,1.09,7.0,649,1.3016610929225334,-1.8875142929963877,2
1777,24.6,89.2,4.1,16.2,32.0,2.6,1.83,3.9,480,0.8835312181296298,-1.2305966721951658,2
1782,36.1,79.0,19.0,27.4,20.5,13.8,1.49,6.9,604,1.7298945989554808,-0.1134046490326356,2
1787,25.7,86.6,4.4,16.6,18.2,10.9,1.37,5.6,594,0.4237055298843018,-1.0892019926174672,2
1795,26.5,93.2,18.4,18.5,28.5,2.2,1.17,8.4,506,0.10454866899024254,0.04206434619715541,2
1803,24.4,79.8,10.9,29.8,19.6,6.9,1.47,8.2,593,0.22287367840033387,0.10243490488431393,2
1806,25.1,61.0,17.5,36.0,27.6,17.5,1.51,6.6,458,1.2153421912654903,0.5138213534545939,2
1807,32.5,79.2,2.8,15.5,24.4,9.0,1.57,5.0,479,0.833591792006284,-1.3604197083836134,2
1817,23.6,84.3,8.8,20.2,33.2,9.2,1.23,9.1,477,0.24068162914228872,-0.5576498904971788,2
1818,35.0,55.8,12.9,17.8,26.2,13.8,1.65,6.2,313,0.786617644500946,-0.48405095299637346,2
1822,38.2,67.7,5.3,19.4,29.2,10.6,2.25,6.1,514,2.043108921086051,-1.449035270562494,2
1824,33.5,90.8,7.0,14.0,31.1,9.1,1.77,6.9,672,1.8699679393094555,-1.6699514334369292,2
1826,30.1,80.9,4.6,15.3,29.6,9.6,1.71,5.2,332,0.8497879411296757,-1.2134463760008902,2
1827,32.2,58.5,2.2,19.5,27.8,7.9,1.77,7.8,356,0.20235135830871617,-0.8785922310675619,2
1829,47.0,74.1,8.6,24.1,29.1,14.0,0.99,9.0,643,1.8189015369276615,-1.094769599891517,2
1834,26.1,60.2,7.8,18.9,22.7,11.4,1.63,11.4,551,-0.1929345869670233,-0.4791548354178122,2
1835,30.8,66.5,15.7,21.5,23.8,0.7,1.54,6.6,528,0.14368984603375157,0.0941005388188328,2
1837,31.0,50.1,6.8,20.9,17.7,12.8,1.7,5.1,328,0.11474950142347275,-0.4188275853980279,2
1840,21.9,80.0,1.1,6.0,21.8,11.4,1.77,6.5,642,0.35250442237821317,-1.8016996363604456,2
