,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,PCA1,PCA2,cluster
1986,26.0,78.8,27.6,42.3,30.9,6.3,1.79,7.7,584,1.740750979143035,1.2540324031504906,0
1994,33.3,54.3,21.3,33.9,23.6,2.9,1.35,5.2,585,0.6744857562181699,0.881686772916426,0
1996,29.5,53.9,37.4,50.4,24.1,5.2,1.47,5.1,679,1.6076461845392331,2.397476747009444,0
1997,31.8,68.3,29.4,39.1,23.0,5.8,1.76,6.2,463,1.3319765279432656,1.4460829086835076,0
2013,33.8,72.5,24.5,36.1,26.7,7.3,1.36,7.0,433,1.1180675935495124,1.0059141319953695,0
2023,28.4,76.8,22.0,33.3,20.4,10.9,1.46,5.8,552,1.1849537928202205,0.6528733092863641,0
2037,28.4,83.9,28.4,32.2,33.5,9.0,1.74,6.0,425,1.9011970713967137,0.7631591316222497,0
2048,34.7,69.9,29.7,43.7,29.5,11.6,1.6,6.9,398,1.994337137742016,1.4047942302382554,0
2049,31.1,59.7,29.0,47.1,24.9,10.2,2.17,4.4,822,3.027229787200758,1.0907125125911747,0
2052,35.0,72.3,38.4,47.6,28.4,5.5,1.24,7.6,640,1.9025399446786968,2.1225385687557417,0
2055,34.6,81.4,21.9,32.1,29.6,1.9,1.19,6.9,512,0.9766811991367059,0.642059248873261,0
2059,35.1,80.8,47.6,59.2,27.1,12.9,1.49,6.4,611,3.2758549228311953,2.778014540977513,0
2060,39.8,88.8,39.5,50.1,18.8,6.9,1.38,6.0,418,2.0974390589591776,2.307973904495002,0
2066,23.6,54.1,41.9,48.4,23.5,5.3,1.02,11.2,398,-0.43678638991077834,3.4165160347208436,0
2069,31.2,62.3,29.1,39.3,22.0,10.1,1.51,5.2,571,1.516283449564792,1.323742878478018,0
2083,31.6,82.6,34.2,38.6,20.8,7.6,1.83,10.4,477,1.3208420319238325,1.6749240810363957,0
2084,29.9,48.1,36.2,41.4,24.8,3.3,0.91,10.9,554,-0.25987565225016174,2.5634045907387626,0
2088,29.3,52.3,22.6,31.6,25.6,7.0,1.68,6.5,508,0.7566056768093534,0.8493700529893607,0
2089,37.0,61.2,44.2,56.1,21.1,5.7,1.76,9.8,465,1.6724564533260449,3.131534188328555,0
2100,31.2,64.1,28.1,36.6,22.8,13.4,1.64,6.9,634,1.8025331857268654,0.9661121840551372,0
2103,39.7,59.7,51.4,60.1,23.1,16.7,1.94,3.9,484,3.7659037593373945,3.003971109019885,0
2104,27.9,59.2,35.9,44.9,26.1,16.4,1.31,8.3,650,1.7541168142102803,1.885641198803373,0
2119,31.5,70.3,19.9,38.8,21.8,6.3,1.95,6.3,707,1.8222960469016687,0.5413363156253149,0
2122,29.4,49.7,41.2,51.6,26.5,10.4,1.47,6.9,622,1.7705208717671053,2.6367318951969883,0
2131,34.7,68.8,35.1,59.4,22.7,10.3,2.33,2.6,816,4.066404838662893,1.7163028530495608,0
2137,25.6,77.7,34.1,39.8,18.2,2.6,1.24,10.4,380,-0.36196485068040773,2.4256529883960827,0
2140,31.7,72.4,49.3,57.3,28.1,5.2,1.31,6.6,373,1.7201864390749593,3.5143135253459903,0
2141,34.0,60.0,28.4,38.5,26.8,14.4,2.1,3.7,391,2.512333885794722,0.93160035498476,0
2155,30.4,103.6,17.5,40.4,24.1,-6.2,2.21,7.3,521,1.4052744021641377,0.663549291368407,0
2205,27.6,66.9,47.1,60.3,32.4,14.0,2.2,3.4,426,3.5358107400849694,2.8619660195958554,0
2223,28.4,77.5,39.0,55.4,24.2,7.4,2.06,8.0,707,2.607850753616971,2.3153081935444235,0
2229,30.3,88.5,23.4,35.8,19.3,6.5,1.37,6.9,737,1.4257394371802623,0.6908829423461498,0
2250,26.8,76.2,48.1,54.3,24.5,4.6,1.58,7.5,451,1.5114991973775276,3.3599332933166868,0
2255,30.3,49.2,50.9,61.1,28.2,6.6,1.39,8.4,425,1.378225568040753,3.9679647005136847,0
2261,29.2,55.5,43.3,46.8,24.0,8.7,1.53,5.8,640,1.7843955702773429,2.5314245252953937,0
2262,27.8,83.6,23.7,37.3,26.1,8.2,1.22,7.4,420,0.8044761818601067,1.1160996079095014,0
2263,26.5,69.9,31.7,46.0,21.4,17.2,1.64,9.6,739,2.0137018437032035,1.5306567564480604,0
2269,24.8,47.8,37.0,40.9,19.6,6.1,0.93,14.2,557,-0.9768084641470844,2.8561732858818414,0
2275,22.9,61.9,41.1,54.6,27.5,3.4,1.79,5.6,464,1.3740668525583182,3.0291556981182546,0
2276,32.0,50.1,22.7,41.3,22.5,15.1,1.62,8.6,660,1.5296215157709063,0.954548889340066,0
2279,29.4,70.2,28.5,43.5,25.2,17.5,2.04,5.4,421,2.493935084249744,1.1529190704845957,0
2283,30.5,71.8,26.3,33.4,14.4,8.5,1.11,10.3,534,-0.03857993778881392,1.3913667214462397,0
2286,28.1,76.8,25.4,39.5,15.9,11.1,1.46,5.5,354,0.79610102220552,1.4195997022058866,0
2296,26.4,61.8,41.4,52.3,23.2,2.3,1.74,5.3,499,1.3165278129491644,2.946827379486067,0
2297,33.1,80.3,28.6,49.4,27.8,15.3,1.46,5.6,609,2.82598660548274,1.2028305132773336,0
2317,32.9,47.3,37.9,46.2,20.1,3.9,1.47,10.3,419,0.20192171795039845,2.825701184032524,0
2347,30.9,90.7,38.7,52.0,37.0,3.6,1.65,5.3,451,2.6659514315646615,2.1337368905796428,0
2352,29.3,50.0,31.7,36.7,33.8,8.5,1.46,5.3,642,1.6859866470575928,1.2833098178217397,0
2371,36.6,69.9,46.0,59.1,46.1,6.6,1.84,3.6,649,4.328705345605192,2.294059094757588,0
2380,26.0,63.6,26.7,44.6,27.6,6.8,1.38,6.5,444,0.8036305648663666,1.7440537280452286,0
2383,32.2,103.1,31.8,39.9,34.3,7.3,1.58,4.9,402,2.5903618995300595,1.0708696223509866,0
2385,30.5,76.0,30.7,48.8,25.3,3.3,1.56,7.3,721,1.7949563207341253,1.7289198148309801,0
2391,25.0,67.9,37.7,41.8,28.7,3.5,1.59,5.1,477,1.2205336564864295,2.181122187480934,0
2412,36.7,71.8,47.7,56.7,28.8,18.0,1.57,7.6,702,3.705891753074695,2.4509004887712202,0
2414,28.8,74.7,30.4,35.4,22.5,5.4,1.91,6.1,482,1.3523520299934997,1.3153881486817516,0
2415,25.4,75.4,33.4,35.5,31.4,9.4,1.8,5.8,600,2.0844705050977677,1.1656438094036121,0
2440,34.4,65.1,48.4,58.5,29.6,7.8,1.27,7.1,435,2.036873057824085,3.363709796301129,0
2441,34.0,58.3,36.6,52.4,28.4,5.3,1.49,6.9,499,1.6610241690319207,2.4423371287672397,0
2445,27.8,47.6,31.6,35.3,21.8,6.4,1.13,14.0,591,-0.609956324245067,2.063760918004666,0
2453,31.7,75.7,29.7,43.1,19.5,2.2,1.25,6.4,685,1.0879689565379114,1.6613851581483166,0
2465,24.5,59.1,35.9,46.4,36.8,22.7,1.83,3.5,562,3.3887063987051635,1.3914284412588942,0
2467,24.9,76.2,49.0,54.7,13.8,10.5,1.3,7.4,664,1.492503097022756,3.3661061937901735,0
2468,28.7,58.3,32.9,45.6,26.7,13.6,1.6,7.3,352,1.3648155843941472,2.0068494393170373,0
2480,40.1,93.5,51.1,54.6,27.7,13.8,2.16,8.4,400,3.8779704202730465,2.5921139240806097,0
2503,28.1,78.1,30.4,38.6,33.9,7.9,1.35,8.7,465,1.2925773088844865,1.4140309124369863,0
2509,32.2,62.2,23.6,32.0,32.8,10.1,1.54,9.0,685,1.6600737164383663,0.4442872030152179,0
2511,30.2,53.6,47.4,60.0,23.3,13.5,1.61,5.2,529,2.3990263668353506,3.2664472258819703,0
2520,31.8,97.6,39.5,51.6,25.5,9.9,1.81,6.0,652,3.2377588679662845,1.866363976800731,0
2522,25.2,74.1,32.0,38.9,21.1,6.9,1.02,10.7,540,-0.0006082324306782552,2.0206705787074157,0
2525,28.8,74.3,29.9,40.6,26.6,6.9,1.43,5.4,649,1.7065451204022293,1.3176567269158965,0
2534,38.1,79.6,32.0,40.8,27.7,11.6,1.45,6.3,411,2.2326966804906423,1.2825052581875782,0
2536,21.7,67.5,35.7,42.5,16.0,4.5,1.16,10.1,231,-1.0350142998190819,3.0054454994946695,0
2541,32.2,42.8,24.8,37.3,26.9,16.8,1.16,5.8,453,1.1167227584806168,1.1134525284270318,0
2544,30.1,78.3,38.7,45.7,35.3,9.2,1.46,5.8,562,2.5228132885958243,1.8302519988378432,0
2545,32.3,78.2,25.8,39.1,31.5,7.0,1.5,5.2,380,1.6681165604401564,1.0533645161068215,0
2546,31.5,49.1,36.6,40.4,26.6,7.9,1.58,6.6,318,0.8983895489579251,2.217115236688583,0
2547,38.4,100.3,44.3,63.7,26.9,14.9,1.88,3.4,605,4.735900055462594,2.215028975386958,0
2550,29.9,86.0,31.7,41.8,29.7,3.2,1.38,6.4,498,1.485511422279125,1.6001022383127201,0
2552,31.5,80.1,26.2,28.0,14.9,7.3,1.21,7.6,317,-0.04159849756596231,1.1935755469503673,0
2556,24.1,83.6,49.8,60.3,28.4,9.6,1.54,6.4,543,2.4628959743263805,3.3484672915392855,0
2559,27.7,71.7,34.5,43.9,21.7,8.0,1.6,8.2,385,0.898176480854646,2.191605262644763,0
2570,26.8,82.3,25.1,35.7,15.4,9.4,1.72,11.7,332,0.10136205131860886,1.4477613268710163,0
2586,32.9,49.7,42.5,40.5,21.1,13.9,1.7,5.7,374,1.5921920496133621,2.3239349411720664,0
2587,30.7,50.1,23.6,44.2,28.9,12.7,1.56,6.4,659,1.858950759990002,1.0461519914465007,0
2595,27.2,79.2,56.0,59.4,20.1,5.0,1.94,5.7,541,2.4117145890447986,3.797508373834976,0
2597,27.0,86.2,40.4,50.4,30.1,21.9,1.99,9.8,581,3.35832217754364,1.8071695701434467,0
2599,32.5,69.6,38.3,48.2,33.7,10.6,1.24,6.1,358,1.9027292480026239,2.2345761084376394,0
2602,24.9,54.3,21.7,38.0,18.9,9.1,1.45,9.6,437,-0.2399476530689271,1.4983335482204565,0
2605,32.0,63.8,53.7,62.1,27.2,6.8,1.49,17.1,345,0.7636235937356481,4.369920656292415,0
2609,27.1,87.7,23.2,36.1,24.4,10.5,1.55,6.0,376,1.2715945847185153,0.8748897694686014,0
2611,18.7,66.1,45.5,51.5,22.7,6.3,1.03,17.2,384,-1.0296265881104845,3.9818799189837804,0
2617,26.5,82.2,23.9,34.0,19.7,5.7,1.31,5.2,438,0.5199582839061034,1.117114872217696,0
2626,26.4,64.0,25.7,31.6,32.1,12.5,1.64,10.0,589,1.288316964229308,0.7392186900703143,0
2631,25.0,82.2,34.6,40.2,10.8,10.3,1.01,14.2,608,-0.297723655143599,2.3141108905518,0
2634,27.4,67.3,41.8,52.9,22.4,12.4,1.65,9.6,446,1.4856587379067374,2.867580549027158,0
2653,22.3,68.0,28.8,43.1,29.5,13.8,1.97,9.0,612,1.8789950946677225,1.32065565458481,0
2661,34.4,86.5,52.9,63.7,25.5,8.0,1.78,7.6,375,2.7926692493106846,3.6388816787643323,0
2673,35.1,61.5,26.0,46.4,32.0,15.0,1.55,10.5,731,2.430789585284675,0.9874594297191048,0
2674,26.8,54.3,25.1,33.7,27.1,6.3,1.61,9.7,632,0.5852453051842844,1.1175273219793957,0
2677,35.7,102.1,39.7,49.8,19.5,13.0,2.04,7.2,472,3.1758950677471858,1.8581837976649411,0
2679,26.7,72.9,28.7,30.2,32.9,6.4,1.65,8.1,688,1.5487691934048484,0.7475859274482967,0
2691,20.2,58.7,49.8,55.5,25.3,6.3,0.94,15.1,589,-0.21885989103078213,4.105329932580663,0
2693,26.7,50.1,33.2,43.6,26.9,11.5,1.23,10.8,651,0.7652385316419886,2.0381893342179307,0
2708,34.9,59.2,31.4,41.2,25.3,16.4,1.55,7.2,570,2.172976469375164,1.2733751553117862,0
2723,28.7,80.3,26.8,41.0,32.8,7.2,1.65,8.8,249,1.0972546862332844,1.4612901709766395,0
2740,34.7,85.2,30.0,42.1,36.6,5.2,1.55,7.6,448,2.135942811323511,1.2375913305773252,0
2744,29.5,82.2,40.6,50.6,25.0,13.1,1.7,6.6,591,2.689139895661587,2.1386700888326806,0
2752,33.4,50.3,36.7,43.4,35.6,5.3,1.31,5.4,443,1.4875285861368142,2.083141307135368,0
2773,22.8,62.2,21.4,29.9,23.0,0.5,1.46,6.8,638,-0.06391550604757189,0.9650390464263021,0
2789,36.4,78.0,31.2,47.9,30.4,6.8,2.07,4.4,656,3.3607155565995472,1.1437148834465318,0
2795,30.0,67.1,47.1,61.3,22.1,7.3,1.82,5.7,639,2.564000538911,3.216088542958234,0
2813,27.5,61.0,41.9,58.8,26.0,12.0,1.6,5.6,488,2.135738130848881,2.944401085078661,0
2819,26.4,76.1,36.5,40.9,31.7,15.2,2.09,6.8,472,2.6612046490991554,1.4477328865710413,0
2826,36.2,76.4,35.3,47.4,30.3,9.9,1.54,6.5,309,2.1260771483144496,1.9263359474840946,0
2830,28.7,67.6,34.5,44.7,17.3,17.4,1.36,10.1,499,1.1227692195971415,2.0604693859702974,0
2841,23.3,90.9,39.8,55.4,30.8,5.5,1.44,5.5,696,2.410621614850278,2.406246545134357,0
2843,34.8,60.9,38.2,54.1,24.0,15.6,1.28,10.8,308,1.2949304603047498,2.7605374217191776,0
2848,30.7,84.2,22.4,38.4,26.8,12.3,1.34,6.1,399,1.5321202971755252,0.8047044653744377,0
2868,38.6,54.8,38.0,48.2,22.1,16.5,1.63,6.0,437,2.3889001958845717,2.045821043190812,0
2882,29.2,93.2,35.8,46.6,34.6,11.0,1.34,6.9,346,2.1333760078487862,1.8553125575012717,0
2896,37.1,53.3,37.3,51.0,25.9,10.0,0.98,9.0,473,1.1537324202151558,2.5672238826000178,0
2901,30.4,72.1,33.4,43.0,16.9,2.9,1.04,10.3,570,0.04821974755033697,2.3113954933000502,0
2919,26.5,98.1,41.4,56.1,40.4,6.2,1.85,7.1,430,2.974013634131645,2.383379935127937,0
2925,24.9,54.3,39.0,56.5,30.3,12.3,1.6,5.2,351,1.7285923977712925,2.853692597706243,0
2931,32.4,80.6,34.5,41.8,25.5,8.1,1.37,5.6,631,2.0761492750351604,1.5150479228555065,0
2935,24.5,45.8,50.7,57.8,22.2,4.9,1.09,11.8,353,-0.35011840713180925,4.475121193626319,0
2936,38.8,69.4,40.0,52.2,27.8,16.9,2.32,7.5,451,3.646624405132575,1.8729173479048153,0
2945,32.3,64.1,41.5,53.5,29.2,15.1,2.44,4.8,697,4.068087287454263,1.8526424948066442,0
2947,22.2,81.3,23.1,37.3,32.2,9.1,1.39,5.6,576,1.4454114406955343,0.8039977177933484,0
2962,30.3,76.2,31.3,37.5,21.4,2.0,1.71,5.2,674,1.551589808331605,1.3430814167368148,0
2964,30.3,65.0,28.3,39.7,31.4,15.0,1.65,6.6,384,1.8902262293673864,1.1652209066401291,0
2967,24.0,86.0,35.5,50.3,29.5,7.0,1.56,5.1,586,2.1402495421594914,2.021817421116484,0
2978,26.6,62.6,49.0,60.6,25.6,12.6,1.61,6.7,391,1.992804153558085,3.580702311051594,0
2979,31.0,95.6,32.3,39.5,21.4,8.9,1.25,10.7,327,0.7361882905600283,1.800851319307033,0
2980,29.4,65.8,54.3,60.3,17.7,9.7,1.09,5.4,321,1.2377778161040827,4.222251098432699,0
2987,30.0,87.2,45.1,57.2,35.0,16.3,1.82,4.1,719,4.409855785946966,2.0446800659878095,0
3003,14.4,45.8,44.3,49.1,15.4,1.6,0.87,10.8,486,-1.6680234016478461,4.122298316595697,0
3009,25.4,81.3,37.9,41.2,14.6,9.2,0.94,13.6,407,-0.5148477854140672,2.730746847415545,0
3013,27.4,67.7,36.3,42.0,27.0,19.6,1.35,7.4,511,1.9505701021713562,1.7135527879904662,0
3014,40.6,60.7,23.8,44.5,23.0,5.4,2.03,5.9,500,2.08831092539663,1.0614767858871572,0
3016,29.8,81.1,23.9,33.9,39.7,3.0,1.83,11.5,603,1.6036260461331062,0.5820490393788119,0
3017,29.8,89.2,48.0,54.6,31.3,14.9,1.73,4.9,704,3.949636356022887,2.284010387965033,0
3020,37.3,75.6,29.3,34.9,24.1,10.4,1.92,4.4,507,2.535278445648698,0.721844056047076,0
3025,31.8,83.5,29.7,38.8,25.9,9.4,1.36,5.7,588,1.9391133061048322,1.1017043162736437,0
3046,31.2,63.7,24.8,34.8,28.0,5.7,1.43,7.3,616,1.1232054339148645,0.9276614326746163,0
3058,24.1,51.4,37.6,41.3,15.7,8.8,1.01,11.1,244,-1.1445529720044545,3.1062279397499153,0
3063,28.9,83.5,26.1,36.1,31.3,10.9,1.71,6.5,523,2.1118014561068432,0.6871624602366072,0
3086,27.3,75.8,51.0,59.3,23.5,7.9,1.77,5.2,542,2.51195071315274,3.407245027893893,0
3091,31.0,71.3,34.4,45.2,26.7,8.6,1.63,7.7,460,1.6405320169928046,1.9250235788753889,0
3093,22.1,59.3,46.8,60.0,22.3,13.2,1.46,5.5,490,1.6730530107630137,3.5194360388703823,0
3100,25.7,63.4,41.1,51.5,36.0,10.7,1.77,7.0,628,2.5748907306971973,2.286860935337085,0
3105,26.9,55.9,33.3,36.4,25.6,9.5,1.13,12.5,584,0.10364183934768634,1.9346261274388425,0
3111,28.6,65.2,40.2,44.4,20.5,5.2,1.13,12.3,492,-0.0074161002729263145,2.871897074991342,0
3122,27.3,67.9,38.9,49.8,22.4,12.2,1.52,5.1,564,1.9757045364903125,2.3176036874105166,0
3144,26.1,58.6,22.0,32.5,25.2,3.4,1.6,7.2,494,0.23953189819777201,1.0572699592798998,0
3152,26.7,51.1,24.4,35.7,14.6,4.3,1.23,7.1,646,-0.2348410927048844,1.5236429860341107,0
3162,32.3,53.7,39.7,43.7,27.2,12.5,1.59,5.0,363,1.7982080422036366,2.2094501744705566,0
3173,28.8,77.2,27.8,42.3,27.5,4.8,1.6,10.8,538,0.991153544842488,1.5458020192259847,0
3187,35.3,53.7,34.2,44.6,20.3,3.8,1.21,5.8,328,0.43965960078306643,2.438553697629303,0
3199,31.7,53.6,24.2,36.1,23.3,6.4,1.36,5.4,566,0.8412596178295284,1.1189813734915357,0
3207,39.3,57.3,39.6,59.1,22.0,17.7,1.64,4.7,573,3.270737649327432,2.3177991343331112,0
3214,31.0,77.2,42.9,56.6,29.3,9.2,1.4,6.7,611,2.53551618908275,2.64127352567129,0
3219,36.4,78.0,50.8,57.2,22.6,8.5,1.55,5.3,583,2.9208189811409793,3.0745352503431214,0
3229,29.5,84.6,40.6,51.7,25.4,11.5,1.75,9.5,418,2.037025131593258,2.4838346671532983,0
3231,29.5,54.6,40.8,48.3,30.7,9.5,1.52,5.0,642,2.232558222921653,2.2588481946887433,0
3258,36.4,72.1,37.2,45.7,29.1,9.6,1.45,9.8,312,1.519754569831885,2.180114754116473,0
3267,20.2,76.4,32.9,38.5,21.7,5.4,1.0,12.4,501,-0.6213231157160064,2.3092887438736285,0
3268,30.6,65.6,28.7,38.2,21.5,14.8,1.48,8.3,383,1.0484575311527236,1.4370828283756676,0
3269,28.2,65.2,30.0,40.9,15.7,9.2,1.5,5.4,541,0.984700087365002,1.6948552994224126,0
3270,28.4,66.1,35.2,50.0,24.8,7.8,1.2,6.5,311,0.7667227959527109,2.6171671366652127,0
3275,30.0,54.7,38.3,43.8,32.8,7.7,1.28,6.7,610,1.602468572682377,2.092788944634749,0
3276,31.9,74.5,31.9,40.6,36.4,9.7,1.45,6.7,494,2.154392785043109,1.2803728049534906,0
3285,22.6,75.5,55.8,63.3,30.0,7.7,1.33,5.9,361,1.8139982589866024,4.224200650846608,0
3291,25.7,82.4,44.6,54.5,21.2,5.8,1.44,5.2,580,1.8178751860660585,2.9791968969967355,0
3293,32.4,61.8,23.0,43.4,19.5,17.0,2.05,3.8,463,2.3793074793746385,0.8537533334137395,0
3300,34.9,81.1,38.2,52.3,20.9,7.5,1.68,5.5,672,2.682192701852029,2.0677843353721412,0
3301,27.2,78.3,43.1,43.8,15.1,2.4,0.97,12.3,397,-0.5986206730093604,3.2788653890935215,0
3303,35.0,82.9,27.4,32.6,25.5,7.6,1.5,7.2,344,1.264650480602365,0.9746265811922062,0
3317,35.4,84.1,45.6,62.3,31.4,5.6,1.26,7.0,638,2.8575854035511523,2.946788629856278,0
3324,30.8,47.2,28.0,33.6,28.4,14.6,1.27,5.3,316,0.8940562242074062,1.2771863071966802,0
3330,27.7,70.0,28.1,31.1,23.0,7.5,0.98,10.0,538,-0.008070582772372973,1.371246889478782,0
3332,30.7,77.7,36.5,46.0,24.2,9.1,1.5,6.5,345,1.4920753749223221,2.191317599811232,0
3346,22.3,53.9,28.5,47.9,30.2,12.6,1.44,5.9,614,1.4931946064515247,1.7198191510204062,0
3347,25.4,65.3,30.5,34.7,21.9,5.2,1.41,10.8,527,-0.02107941838730101,1.7668447064229817,0
3368,26.5,84.8,47.4,59.2,25.7,7.4,1.49,6.4,471,2.0875968662453093,3.305415998494684,0
3369,26.7,70.2,51.1,56.7,32.8,5.4,1.42,6.3,592,2.2176073304146193,3.352951977627404,0
3371,28.9,70.9,33.0,38.7,13.7,4.1,0.89,11.0,486,-0.6395858697056417,2.3548998808928823,0
3373,34.4,65.0,21.5,34.5,24.3,10.3,1.57,8.6,583,1.3410694545593067,0.6002942435482367,0
3375,35.5,55.7,41.5,52.6,37.1,8.7,1.17,9.2,546,1.9734709553295906,2.573777868981374,0
3382,23.8,62.8,27.0,40.5,29.6,3.6,1.74,6.5,417,0.734921038384825,1.6272239054764461,0
3394,25.1,48.3,46.2,56.6,17.7,6.5,1.8,7.3,353,0.7189340595388181,3.7786075046428858,0
3400,28.7,78.9,26.8,38.0,36.2,6.2,1.69,5.4,484,1.9990090384025627,0.9110366355029491,0
3403,21.1,59.4,28.0,37.8,33.8,11.5,1.32,5.4,496,1.0823252047566767,1.3562551564284069,0
3406,36.3,83.6,43.6,55.0,27.9,10.0,1.17,7.2,512,2.468749554364805,2.6202055929405734,0
3447,36.1,81.4,44.9,50.8,33.5,15.6,1.42,5.3,660,3.7571431413282057,1.9490165846107204,0
3467,27.7,72.5,22.7,39.6,23.6,8.4,1.43,5.1,529,1.195781973031949,1.0394094348602816,0
3491,26.3,83.1,29.7,48.0,33.0,8.2,1.56,6.0,579,2.1999929164166576,1.4840219175290708,0
3515,23.5,64.4,30.3,37.8,26.5,3.9,0.98,10.4,454,-0.48270994295314873,2.092825718245701,0
3529,37.5,38.8,42.3,57.3,24.6,17.1,1.58,8.8,377,1.9668935499570188,2.980115545324173,0
3532,36.9,65.3,55.3,60.3,42.4,14.9,1.77,3.9,613,4.676418141928948,2.8267425438218554,0
3557,36.7,84.1,44.9,61.9,31.1,13.4,2.24,7.3,440,3.9538916737472087,2.5479908996171994,0
3559,28.9,72.0,48.2,58.4,29.3,9.2,1.56,9.5,422,1.8957717177992073,3.396463893088491,0
3562,29.4,91.6,30.7,43.7,31.1,5.4,1.67,7.6,565,2.0927220623519456,1.3594209707756866,0
3567,36.1,77.3,40.8,50.4,23.1,13.1,2.04,5.2,615,3.445440797714957,1.8714195835490628,0
3599,26.2,77.4,38.2,52.3,25.1,14.9,1.63,5.4,435,2.261954792150013,2.300977033267306,0
3601,29.0,85.7,28.2,39.8,25.4,4.5,1.62,5.1,699,1.9912858412473673,1.0372372423619518,0
3608,32.3,66.5,29.1,41.9,34.6,9.2,1.83,5.8,426,2.211164958966739,1.21446858793309,0
3610,35.6,95.8,41.4,62.5,27.7,14.8,2.2,5.8,423,4.093915230290734,2.2873316165665853,0
3614,30.8,72.7,27.2,36.7,32.2,15.0,1.56,9.7,376,1.5689680752837483,1.0175678393283805,0
3616,32.1,66.6,50.3,60.5,35.2,11.2,1.67,7.5,468,2.919487483911634,3.23744204295798,0
3618,30.4,57.2,46.1,56.4,20.2,11.7,1.8,8.8,516,1.857257336018039,3.1992980392948644,0
3621,26.7,74.2,38.5,62.5,40.2,12.4,2.01,4.2,802,4.273248836094201,1.9542222194885295,0
3626,35.7,53.1,43.4,52.7,26.4,6.1,1.51,6.9,659,2.1035837707594975,2.6916328779924004,0
3635,34.4,85.0,39.8,43.4,22.9,7.6,2.3,4.3,630,3.3107474322318353,1.5270795648092872,0
3639,32.2,65.2,28.8,37.0,26.6,10.4,1.72,7.0,538,1.7515473924348868,1.086077888062757,0
3641,28.6,50.6,43.7,48.8,15.7,7.2,1.14,11.8,531,-0.07445128472724198,3.378783108012796,0
3642,26.0,57.9,44.7,58.2,31.4,4.3,1.25,7.8,488,1.158588432065585,3.464985344777215,0
3662,35.0,53.1,33.5,41.7,25.0,11.0,1.85,6.3,573,2.122034284939184,1.5141722048721191,0
3663,33.0,53.6,34.8,48.4,27.3,14.5,1.67,5.4,566,2.4477019434989495,1.7990662115279743,0
3665,25.7,54.3,39.2,47.7,22.9,5.0,1.05,12.6,430,-0.48140112839795646,3.1971183134407113,0
3666,33.4,86.7,37.8,46.6,19.0,14.8,1.36,5.4,415,2.1486645352674554,1.9945649745496963,0
3673,32.1,62.6,47.9,59.1,30.0,7.9,1.48,7.1,414,2.0380903867297637,3.390201516783833,0
3683,22.2,79.3,39.8,49.8,22.4,5.6,1.49,5.5,351,0.935054963984694,2.8558263289689707,0
3688,36.2,56.8,27.1,35.3,30.8,8.1,1.47,5.7,388,1.3997751875858602,1.0772034887131978,0
3692,36.9,63.1,25.6,34.4,22.9,10.9,1.31,5.3,646,1.7531471347423937,0.6946549899665494,0
3701,31.3,68.9,31.4,32.5,32.7,6.6,1.65,8.0,489,1.4624028924113834,1.1400196153815194,0
3702,28.2,86.1,47.1,62.3,36.7,11.3,1.81,7.5,551,3.428822413427519,2.864311611480048,0
3710,33.3,80.0,33.8,48.2,38.3,3.7,1.61,5.1,507,2.594680800705131,1.6407726864837164,0
3729,33.4,85.5,55.9,60.9,36.0,10.2,1.64,3.7,698,4.322187808622527,2.9931036533366413,0
3731,25.1,66.6,38.5,43.4,18.5,4.3,0.92,12.0,326,-0.9183819678381877,3.119034986057574,0
3734,30.8,60.3,36.6,44.7,25.3,12.1,1.84,5.1,386,1.9618178708150624,1.993412465456237,0
3741,34.2,62.7,40.0,50.3,23.8,9.3,1.5,5.1,416,1.8732990867648447,2.505270212623013,0
3747,30.2,77.9,28.8,37.8,31.5,6.9,1.5,9.1,356,1.0638986341979744,1.4022874414883202,0
3762,25.5,66.7,45.1,51.2,18.8,3.7,0.92,10.4,574,0.06872467648590751,3.498933259203415,0
3764,21.6,53.1,45.7,49.9,16.5,6.5,0.88,10.7,348,-0.9093378881487675,3.9555281803917985,0
3770,35.0,85.2,47.4,62.5,24.0,8.8,1.87,9.2,641,3.112466104589453,2.997783612498937,0
3771,35.2,57.6,46.5,59.0,22.3,4.7,1.37,5.3,650,2.093906070376861,3.2314911359319054,0
3777,31.1,78.2,42.5,55.7,30.5,10.4,1.49,11.5,628,2.2559762707545405,2.6300325174162547,0
3787,32.2,70.9,37.9,56.7,37.8,16.2,1.54,4.8,388,3.1773413057895397,2.1341516201616475,0
3790,24.5,65.3,29.4,38.1,33.4,2.0,1.23,6.0,616,0.8560002553087639,1.5147596515380346,0
3798,26.5,64.6,36.9,37.9,20.8,5.0,0.98,13.0,359,-0.8538736078696836,2.687969182818974,0
3803,30.7,85.3,26.1,34.1,24.6,9.8,1.59,5.6,602,1.9632651741100173,0.6263096249951277,0
3804,32.2,57.0,22.8,34.4,25.7,5.8,1.5,7.0,509,0.7867668347082835,0.9645424389105233,0
3814,29.3,70.6,44.1,60.3,27.4,8.6,1.09,5.5,365,1.6036641382750505,3.36601235061933,0
3826,29.8,74.7,34.9,40.7,7.4,3.3,0.94,11.1,369,-0.9880204191507693,2.762856414194341,0
3828,32.9,56.9,44.2,55.4,19.5,8.5,1.33,9.3,612,1.3762037990644127,3.152834032817916,0
