,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,PCA1,PCA2,cluster
519,21.9,69.6,7.1,9.6,24.7,2.6,1.11,12.7,423,-1.9180512847794036,-0.3123803094469403,3
521,28.3,64.4,5.8,11.8,20.5,4.0,0.98,11.6,485,-1.5798366332195422,-0.4372168016968994,3
525,24.3,74.5,2.4,8.1,26.0,7.9,1.09,12.8,329,-1.5907376497646457,-0.8341366770007348,3
527,26.8,50.5,3.5,7.3,12.3,4.8,1.15,12.3,262,-2.796323677572961,-0.21935651472153275,3
529,25.8,70.1,7.1,10.7,26.5,4.1,0.94,11.2,344,-1.6127342001122944,-0.3664608520840824,3
530,29.3,67.6,11.4,16.8,26.7,9.1,0.83,10.9,488,-0.651878462787811,-0.21818233873555498,3
535,23.6,49.7,10.3,14.0,17.9,5.5,0.87,10.9,595,-1.8474866735980489,0.08121746917727929,3
542,24.3,76.5,27.1,34.1,23.4,3.1,0.98,11.0,387,-0.7474022776618585,1.7944344696862489,3
543,21.9,71.4,15.0,19.3,18.2,1.6,1.0,18.8,505,-2.5218081293754793,0.8656171698363934,3
545,21.2,55.9,7.8,10.7,19.7,7.6,1.14,12.1,436,-1.9620356294546635,-0.16649241525463448,3
546,24.4,67.7,0.3,4.3,17.0,6.9,0.93,13.3,370,-2.469471397782506,-0.8155656728328281,3
550,27.4,73.3,4.1,8.8,17.5,2.8,1.14,12.3,337,-2.0128566363833356,-0.48793566940285144,3
553,31.5,48.2,6.7,11.7,15.6,3.7,1.29,11.6,269,-2.0824003434247094,-0.058846732141842925,3
554,30.6,71.3,12.1,16.0,14.8,5.5,1.01,10.6,500,-1.0875928381190096,-0.008684047914920723,3
559,24.5,47.0,7.0,10.9,25.6,7.9,0.86,11.1,458,-1.756312222967426,-0.30647474611698255,3
562,23.1,72.0,0.4,7.5,13.9,8.1,0.95,10.2,310,-2.210734926191771,-0.705324282280514,3
566,26.6,67.8,11.2,12.1,28.3,4.1,1.01,11.9,551,-1.0010358534207529,-0.3322457291662318,3
570,29.9,74.6,5.4,10.0,18.3,3.4,0.98,12.7,263,-2.055426770728678,-0.3257712876443343,3
571,24.5,51.9,14.5,21.4,13.4,3.7,1.08,11.3,379,-2.126725120708899,0.9315738898259682,3
573,18.5,51.6,3.8,6.4,26.3,8.3,1.17,10.6,215,-2.2758575812816124,-0.44028895781180777,3
576,25.2,44.3,5.5,12.4,22.0,3.4,1.06,10.1,470,-1.910546477599131,-0.22590816055934435,3
579,26.2,65.8,12.5,16.9,14.7,3.5,0.92,12.0,432,-1.965983560414464,0.4394892161738954,3
580,26.5,54.1,12.3,15.3,20.3,5.3,0.99,12.7,374,-1.954914144872642,0.36590421345013807,3
581,28.2,52.0,15.9,19.6,21.0,5.3,1.16,19.4,496,-2.0322818210305837,0.7674279882166046,3
582,31.1,64.9,3.7,11.2,21.3,7.9,1.02,11.5,233,-1.6096680036488626,-0.531265801087365,3
583,22.0,52.2,12.3,19.1,27.3,4.9,0.86,12.0,316,-2.0431758039003975,0.6118585849222716,3
584,20.3,56.2,21.8,28.8,18.9,2.7,0.96,10.2,335,-1.8881554031611663,1.705093923502716,3
590,24.1,60.2,2.5,10.1,23.2,5.0,0.79,11.2,488,-1.9559317026501992,-0.5945386890354839,3
591,25.0,68.6,9.8,13.2,23.1,4.2,0.98,11.1,578,-1.2098498842836358,-0.2798565987033112,3
592,26.5,54.9,0.9,3.5,12.6,6.1,1.01,14.5,368,-2.9248880713727043,-0.6091292831243399,3
594,18.9,57.2,6.0,9.6,19.3,1.1,0.93,12.4,409,-2.8977217577893626,0.04162064663985767,3
598,23.2,73.9,1.6,5.5,13.8,4.2,0.98,14.0,494,-2.4853212189140574,-0.7010405582243331,3
601,32.8,51.1,8.0,13.4,13.3,4.6,0.93,11.9,410,-2.0256299024280673,0.012465482930785176,3
602,25.8,76.0,9.3,13.3,18.8,4.0,0.89,13.3,321,-2.1042741987921314,0.0920771281435276,3
604,25.7,78.3,1.2,8.0,18.5,5.3,1.09,16.4,526,-1.9929307654213295,-0.8434782789406926,3
605,29.6,65.3,13.3,19.6,16.0,5.1,1.01,15.5,198,-2.3046295311433695,0.8001770357738428,3
607,22.4,46.5,7.1,12.7,27.8,3.4,0.92,10.9,473,-1.9466105599168095,-0.11706622042159293,3
608,24.4,70.5,28.9,39.2,18.7,5.9,0.95,12.9,342,-1.0766041404475657,2.310328256169774,3
610,27.8,70.7,16.4,21.2,21.0,8.7,1.27,9.7,377,-0.4554518141171234,0.3415673571734309,3
614,26.8,39.3,10.0,12.5,20.9,5.7,1.0,10.6,494,-1.7839717740754995,0.01276725812847854,3
615,31.1,67.6,2.2,5.5,11.3,0.8,1.12,10.8,344,-2.277239704080475,-0.6464383229000025,3
621,32.0,58.7,5.2,8.9,19.0,3.0,1.01,11.1,437,-1.694445111693758,-0.5476021528577564,3
622,26.6,44.0,3.5,7.1,23.9,7.2,0.97,11.0,417,-1.9319376006340665,-0.6336214087092638,3
623,23.3,55.0,2.0,12.5,19.2,5.7,1.12,10.6,339,-2.12157407209999,-0.34838984828184305,3
625,23.6,46.8,3.1,8.1,12.2,3.2,1.06,10.2,543,-2.4448465037020246,-0.4013026092103893,3
630,26.6,68.5,10.4,16.2,25.7,2.2,0.85,10.9,231,-1.8645036260753574,0.2721880168451456,3
632,31.9,68.5,7.2,19.3,20.7,1.9,1.46,12.4,537,-0.7335186309744146,-0.29720139577808047,3
633,22.0,71.9,6.8,9.7,24.7,7.3,1.06,10.5,542,-1.102451364438986,-0.6898140865715725,3
634,25.7,57.0,16.2,21.2,19.2,0.1,1.0,10.8,323,-2.034210367114883,1.0020154363692875,3
639,27.3,57.7,4.9,10.6,17.9,1.4,0.92,12.8,397,-2.494272660798514,-0.15563754857273027,3
640,25.4,45.4,1.9,9.7,26.4,7.4,1.02,13.8,558,-1.7928166518531885,-0.7329759970463439,3
643,29.4,68.8,22.8,25.4,14.3,5.7,1.07,12.2,358,-1.2230461214346726,1.2732701280709884,3
645,26.7,67.6,3.9,7.9,23.5,6.2,0.99,10.4,366,-1.5432927045254583,-0.7423257826167841,3
650,26.1,58.4,9.8,16.3,25.6,7.1,0.89,14.8,458,-1.7026895796562302,0.07779361414144739,3
656,22.2,78.5,5.7,7.5,19.7,5.0,1.15,13.1,514,-1.6908311685824162,-0.6487465288011873,3
658,19.8,53.7,17.0,19.9,15.9,7.0,1.04,10.8,564,-1.6242235405914929,0.7565360939398336,3
659,28.5,47.7,0.0,5.3,26.2,2.6,1.13,12.2,474,-1.9179254975336797,-0.9811987701420793,3
661,34.2,51.9,4.1,11.6,14.5,5.4,1.17,10.2,421,-1.4764830288387953,-0.5348806792763238,3
666,26.6,72.4,30.3,31.5,22.5,4.4,1.05,11.8,320,-0.798722161012583,1.9142442458282043,3
668,26.7,66.0,0.5,5.4,20.9,-0.6,0.87,10.1,422,-2.2558488857960253,-0.8080058608634906,3
672,28.7,63.2,10.7,16.8,22.0,6.4,0.76,15.0,319,-2.075232784891135,0.3364180626740885,3
673,24.8,60.1,0.1,1.7,17.5,5.9,0.99,13.3,457,-2.464687815286104,-0.9694169579244986,3
675,28.4,48.3,13.5,15.7,18.2,4.1,1.2,10.2,503,-1.3530611048945103,0.23891724119962168,3
676,28.2,55.4,3.4,13.1,18.2,3.8,1.2,6.6,296,-1.5119290195544626,-0.41476273923535706,3
677,23.6,55.5,1.2,2.2,24.5,9.7,1.03,10.5,349,-1.8681092107675514,-1.0569516323285524,3
679,24.7,46.2,22.9,25.0,14.4,5.0,0.78,10.1,356,-2.0563148036233154,1.6455477833860035,3
680,22.1,64.6,13.1,17.7,15.6,4.9,0.99,10.5,468,-1.7620808232802962,0.45059834548088346,3
687,23.8,54.2,2.6,5.1,18.7,6.8,1.12,12.2,351,-2.3664558930645505,-0.6085558216212907,3
689,23.2,60.0,4.7,7.3,26.3,7.5,0.98,11.5,535,-1.4697335032150924,-0.7989350939604007,3
690,20.2,61.3,21.3,25.9,14.1,7.1,0.91,10.5,577,-1.380419833114653,1.2261154177302085,3
691,22.0,50.9,23.6,28.9,19.0,4.6,1.02,10.1,303,-1.7120432614313938,1.7764071331405809,3
692,29.1,52.6,14.0,18.7,17.6,7.7,1.04,10.4,456,-1.2033354154978595,0.3478394938330196,3
693,21.7,50.0,21.5,25.1,12.2,7.0,1.13,11.1,311,-2.0210060883595724,1.5689566215843187,3
694,28.1,39.9,2.8,7.6,18.2,4.8,1.08,10.8,470,-2.121096020653786,-0.5647907774076569,3
695,25.5,43.5,5.2,9.6,24.4,8.8,0.98,11.4,284,-2.0952929381187753,-0.2928339579655016,3
696,25.0,49.7,1.1,5.4,17.9,5.0,1.15,10.5,447,-2.146679095824547,-0.7787718124239564,3
699,24.9,56.5,2.4,7.0,18.6,6.1,1.12,13.7,333,-2.473173201255289,-0.494958717653214,3
701,20.3,75.5,8.6,14.6,14.7,4.6,0.99,16.3,297,-2.879769792803315,0.4230113732827056,3
702,25.8,77.7,21.7,29.9,13.6,6.3,0.85,12.4,549,-1.0250836237205554,1.262691658212357,3
704,26.1,46.3,4.7,10.9,19.3,3.2,1.18,17.6,471,-2.7325828107931707,-0.0893617893753988,3
707,28.8,42.9,4.8,12.8,17.7,2.0,0.87,10.1,561,-2.0205760918793754,-0.24248058231710154,3
711,24.7,51.4,3.5,9.4,14.6,4.3,0.85,11.6,215,-3.0948016752460257,0.005906254968602567,3
712,23.4,64.4,7.2,11.4,12.4,6.2,1.01,13.5,295,-2.6739336459178373,0.12879000841590357,3
714,25.6,80.7,15.7,18.4,15.3,8.1,0.94,12.4,341,-1.4837202532320017,0.5190981310548297,3
717,29.3,56.4,0.5,1.5,25.0,3.4,0.88,11.2,407,-2.04543189482751,-1.0982089255116512,3
719,28.6,66.0,0.8,4.2,19.4,7.1,1.11,12.7,490,-1.6199642254174074,-1.152698383030262,3
722,29.0,71.5,7.9,8.1,24.2,7.2,1.13,14.7,532,-1.1513723474257667,-0.7198344644572695,3
723,22.9,71.3,6.9,12.0,11.8,3.5,1.0,13.5,485,-2.3961776496416465,-0.034858977235757885,3
724,23.6,56.0,24.7,29.9,17.1,4.7,1.1,15.0,540,-1.5415790277530823,1.7096836237562159,3
725,30.9,76.7,12.4,16.2,13.7,6.9,0.73,11.2,579,-1.0870683962842307,-0.042081757845151814,3
730,19.7,51.1,5.5,13.2,20.6,2.4,1.17,10.2,359,-2.365298408910822,0.03796373064383238,3
732,18.8,54.5,8.8,13.6,20.1,6.0,0.97,10.5,494,-2.0107761436895717,0.06245564383902767,3
735,33.7,59.5,13.7,21.5,19.6,2.3,1.02,11.7,511,-1.0573314653273191,0.3726003787600746,3
736,23.6,52.0,7.2,11.9,19.0,5.5,1.01,12.6,581,-1.9384108406868128,-0.20237584958460772,3
740,19.7,50.7,4.4,9.0,10.4,5.6,0.8,17.4,383,-3.87600098979587,0.2604586020820542,3
741,25.9,76.9,27.2,33.0,22.2,4.9,0.9,11.6,336,-0.8473112386309832,1.7825673434753544,3
743,27.0,48.8,26.6,30.2,13.4,5.6,1.09,11.7,337,-1.601212036562506,1.9782688659209136,3
744,29.8,54.4,3.6,11.2,15.0,7.4,0.75,10.5,365,-2.112169860966746,-0.3542480793174097,3
746,25.3,54.9,0.8,6.8,27.7,4.6,0.99,12.0,279,-2.2291824797104303,-0.6924796756247735,3
747,16.8,57.1,22.0,25.6,13.0,6.4,1.05,10.4,231,-2.3292239397406784,1.7704066171831256,3
755,27.5,68.3,0.4,6.2,27.0,9.3,1.12,11.6,465,-1.0076343980006193,-1.322957694604283,3
756,23.9,44.8,1.0,4.7,26.0,3.5,1.02,10.6,262,-2.562497655578803,-0.6052009224101706,3
757,25.2,57.1,15.7,21.6,24.4,3.9,1.01,10.2,261,-1.6025384048182028,0.8248978202484598,3
761,24.2,43.1,13.7,20.4,15.7,7.6,1.04,11.3,365,-2.043789874931079,0.7998020153680223,3
765,18.5,64.8,8.8,11.5,14.1,5.1,0.89,10.1,428,-2.3917798458887045,0.11709064112141392,3
767,20.9,78.1,16.9,22.9,13.2,6.9,1.09,10.4,450,-1.2880225998742125,0.7652993541802932,3
770,21.3,71.5,13.4,17.3,19.1,1.1,1.07,11.1,280,-2.1502281452640464,0.6555678267377948,3
772,23.1,56.3,31.4,33.8,15.1,5.8,1.02,10.5,300,-1.4379693276116197,2.420477592252216,3
773,27.2,84.3,17.3,22.4,13.0,5.6,1.21,13.0,539,-0.8751777199098174,0.5397858100846342,3
774,23.2,54.0,2.9,8.8,24.4,0.6,1.04,12.5,372,-2.5423780096433237,-0.3349424291377987,3
776,21.2,78.0,6.0,15.4,20.2,5.5,1.03,10.5,446,-1.4830341591893106,-0.2718384046909681,3
777,25.2,52.1,1.6,4.8,21.1,4.6,1.1,11.7,230,-2.5955998625367815,-0.554084016266114,3
779,26.8,81.2,0.9,5.7,20.3,6.6,0.93,11.0,409,-1.538549965634518,-1.101421596400066,3
780,27.1,51.2,20.8,25.6,15.7,4.4,0.75,10.3,432,-1.710880101397389,1.3578177529807913,3
783,23.4,52.5,1.6,10.7,16.9,3.1,1.37,8.1,396,-1.860166941519031,-0.5321104784585866,3
784,25.6,49.6,0.1,3.9,22.8,4.9,1.02,13.8,575,-2.1723930340587723,-0.9982447138605325,3
785,24.5,45.3,3.6,9.0,24.4,3.8,0.9,11.2,527,-2.066523034292923,-0.5075319484821864,3
786,22.6,76.4,15.6,18.6,24.2,4.7,1.04,12.6,430,-1.302209335050568,0.43773600280245,3
787,23.0,40.9,21.6,25.2,21.5,3.4,1.02,14.8,215,-2.6404062260283703,1.8268358944306422,3
789,23.9,43.0,12.2,17.2,14.1,7.2,0.93,10.5,333,-2.3511701264238463,0.6734220142649844,3
790,22.2,56.3,6.7,13.5,21.4,4.9,1.11,12.3,348,-2.187100768816559,0.018725007354259814,3
791,28.3,75.6,0.1,8.7,10.4,4.0,1.04,12.5,518,-1.993048602021854,-0.8288788010612486,3
792,20.4,43.9,11.8,15.9,25.7,9.0,1.06,13.8,480,-1.8506841098699964,0.29641085872046824,3
794,26.1,65.4,10.2,14.0,23.1,7.1,1.01,12.2,379,-1.48219724594982,-0.05426896794670977,3
798,25.6,57.4,2.2,6.4,12.2,5.0,1.19,18.9,392,-3.2072162863613953,-0.2974900275453123,3
800,19.7,62.7,22.4,27.5,19.4,3.1,1.18,10.6,396,-1.4700985614708588,1.4913317263797345,3
801,23.0,44.5,2.3,10.6,13.7,6.3,1.13,11.5,537,-2.289803397084378,-0.3988315346325604,3
804,27.8,56.8,2.5,9.5,12.5,7.0,1.04,12.1,258,-2.51124786293508,-0.31226924155554053,3
813,22.0,56.3,5.7,12.5,16.8,6.1,1.01,12.2,230,-2.705603665595423,0.14232864960039276,3
814,21.3,41.7,6.9,10.9,21.2,3.7,1.0,12.8,298,-2.9423879875671606,0.2374464777681647,3
815,26.8,76.1,3.8,10.1,25.1,4.7,1.01,10.3,394,-1.2614287305990122,-0.7706884237476844,3
816,22.6,70.7,0.8,7.4,26.3,1.8,1.07,10.8,481,-1.7045039088439409,-0.9333768206496472,3
820,26.0,71.5,31.4,34.6,21.3,3.9,0.97,12.7,463,-0.7402486435760064,2.069878639764417,3
821,22.6,40.8,4.6,10.6,20.9,5.7,1.11,12.6,315,-2.641053032926381,-0.05114916394654929,3
822,24.0,51.2,14.1,16.5,26.0,7.4,0.97,10.2,264,-1.6519231901198106,0.4764692366055392,3
825,22.2,57.5,3.6,5.6,16.7,7.6,0.86,11.6,460,-2.3725889614341797,-0.5640123879530804,3
827,26.1,83.8,33.2,36.9,23.6,2.7,0.82,19.1,310,-1.5609080373572668,2.5860502888044063,3
828,25.1,63.9,5.0,8.8,17.3,6.3,1.12,11.0,367,-1.9015906717208864,-0.4581560127621275,3
831,25.8,53.0,14.7,20.4,13.2,5.7,0.82,11.1,259,-2.3925506170180277,1.0103556129193494,3
832,30.4,44.2,7.8,11.4,22.0,5.9,0.92,11.3,446,-1.720798554373232,-0.22955922721961125,3
835,22.6,69.0,1.2,7.7,12.2,5.6,1.18,11.8,481,-2.139945254232317,-0.7050637633878719,3
836,16.9,72.9,1.3,0.2,27.6,6.4,0.97,13.7,339,-2.5014816497440258,-0.9493990542145875,3
837,15.3,48.0,16.6,20.7,26.5,3.9,0.94,12.5,263,-2.6164915263423683,1.2476274544813686,3
839,28.6,67.5,0.2,4.9,19.0,4.5,1.04,11.4,444,-1.800635201097773,-1.0587670174483754,3
840,16.8,46.5,7.7,10.2,26.2,4.2,0.85,11.6,249,-2.964543279764027,0.26806112467789645,3
841,24.8,39.7,5.0,13.2,20.3,5.8,1.1,10.5,418,-2.04472720480013,-0.14371972036263822,3
842,27.1,76.4,8.0,13.0,21.7,3.4,0.86,10.0,407,-1.4315374030123127,-0.28136302026204013,3
843,30.0,78.0,9.7,14.5,15.5,7.2,1.05,12.3,554,-0.9621735265923167,-0.3414391296931241,3
846,22.7,79.5,1.0,8.1,12.2,6.5,1.03,12.4,439,-2.1601660500396225,-0.7166531899729143,3
847,20.3,52.3,2.0,6.0,25.1,4.7,0.95,13.4,277,-2.901606274515685,-0.3836613631043179,3
849,21.8,72.4,4.0,7.5,19.4,-0.3,1.15,12.2,490,-2.19465207368927,-0.5168973934016562,3
858,26.5,42.4,4.7,14.1,18.0,1.7,0.94,12.0,457,-2.50977695740318,0.03699129026322973,3
859,20.7,77.0,15.2,20.3,15.8,3.7,0.96,16.0,368,-2.4340872330874905,0.9487584313873422,3
860,21.6,46.5,6.5,15.7,21.8,7.8,1.03,15.0,602,-2.0111817254074436,-0.04919989944982606,3
862,28.1,65.8,3.1,8.6,14.6,5.2,0.86,10.9,370,-2.159983038324489,-0.5113912885540848,3
863,27.4,61.2,24.3,32.1,23.8,4.8,0.98,11.6,345,-0.9709741732185845,1.6235084121804046,3
864,21.9,60.3,0.0,3.1,20.0,3.0,0.92,10.3,396,-2.5458991737177876,-0.8221305023162572,3
865,21.8,70.4,16.5,22.3,24.1,1.9,0.94,12.3,420,-1.650856139244578,0.8448510207369868,3
869,29.8,67.7,3.6,12.7,17.0,6.8,1.01,13.7,550,-1.490580302295708,-0.6211295832277139,3
872,29.4,64.5,0.7,4.7,16.4,4.7,1.1,11.1,520,-1.6677100158660232,-1.0972103691524893,3
873,29.6,73.6,2.3,8.1,26.0,0.2,1.12,11.9,490,-1.3548303209462613,-0.959936933629581,3
874,28.4,71.7,13.3,15.0,16.8,8.2,1.11,11.4,360,-1.213696778950573,0.10529017259448192,3
875,26.3,49.6,6.0,8.9,24.2,9.8,1.06,10.6,199,-1.8745728987236905,-0.34029320453779766,3
883,23.1,71.0,4.9,9.9,17.7,4.4,1.01,11.8,342,-2.2228617545368734,-0.2942154370549041,3
884,29.0,39.7,8.9,16.2,26.2,4.2,0.97,15.0,250,-2.4529193116317316,0.41934561935679654,3
885,24.4,63.7,31.1,34.2,16.4,-0.2,0.99,10.7,501,-1.2007170655031214,2.258253374405024,3
886,25.8,78.2,14.0,20.2,23.3,6.6,1.01,18.8,576,-1.4024322631748614,0.33641940729550385,3
887,26.2,64.3,16.2,19.4,18.5,9.0,1.08,11.3,566,-0.7996999659894426,0.30568506181012933,3
888,24.4,44.8,4.1,7.4,23.7,4.0,0.91,11.9,241,-2.78512888203131,-0.18570468635158788,3
891,29.7,54.0,0.2,7.6,15.6,4.4,0.93,10.8,401,-2.2335877690101986,-0.7071513597012518,3
892,23.6,47.8,3.8,6.4,14.0,3.3,1.09,10.4,209,-3.0367675873220805,-0.10771174750177748,3
893,32.2,62.7,1.5,7.6,19.7,4.3,0.95,10.3,348,-1.7293474805552027,-0.8272787588094102,3
894,24.9,66.8,7.0,11.8,24.5,8.9,0.93,10.2,388,-1.2807349127786727,-0.4564123729050074,3
901,24.2,68.2,2.0,6.3,20.3,8.2,1.04,10.5,267,-1.9371274449461033,-0.7571583517140091,3
903,24.6,58.0,7.5,19.0,25.7,3.4,1.57,12.7,617,-0.8099885827971753,-0.2601364528097566,3
906,18.8,46.7,0.6,5.5,13.4,7.0,1.01,11.5,484,-2.8436270845086926,-0.5417018616537397,3
909,33.6,57.0,3.4,8.2,17.6,3.5,1.12,13.1,297,-2.1160588553563873,-0.5004365234253745,3
911,26.7,61.9,11.8,16.3,13.0,6.3,0.85,16.7,361,-2.668889926937454,0.6180905116861058,3
914,24.1,52.5,8.2,9.5,22.3,3.5,0.82,11.5,511,-2.1191586752212244,-0.16985670336583095,3
920,29.5,62.3,3.4,12.5,17.9,6.7,1.05,10.5,439,-1.4158216972501378,-0.597740628618307,3
921,28.4,45.1,9.7,15.9,23.0,6.5,0.99,12.6,303,-1.9716168629533606,0.26116790504405896,3
923,24.7,68.9,4.2,11.1,14.8,2.4,1.06,15.9,475,-2.5676425559524123,-0.20563023048161547,3
925,23.5,76.1,0.2,7.4,26.9,3.4,0.9,11.2,277,-2.044435584689053,-0.8082070386396416,3
927,24.2,41.4,22.6,31.1,24.7,3.7,1.05,11.2,257,-1.7105746735968619,1.8370207833715366,3
928,21.6,77.6,5.0,10.6,17.6,2.5,0.94,11.0,591,-1.7710609648412061,-0.511402762163784,3
929,29.3,77.1,14.5,19.8,14.0,2.9,1.07,11.6,361,-1.4805195047718425,0.5374803239482181,3
931,26.1,38.4,0.4,5.4,20.9,3.1,1.12,11.1,387,-2.5213326030224916,-0.6436991921867591,3
934,22.9,74.4,0.0,1.9,15.7,3.7,0.9,10.3,390,-2.4238321238416014,-0.956706814868277,3
937,22.8,60.1,11.1,14.9,14.8,3.2,1.11,10.8,525,-1.863120189137237,0.21760834606671248,3
939,29.2,65.3,30.6,34.2,22.6,6.0,1.11,16.0,334,-0.9815446889810034,2.111148788266781,3
945,25.2,61.7,27.9,33.6,12.7,5.5,1.08,11.9,300,-1.5064597147814782,2.187559200166705,3
946,24.6,42.6,12.0,15.2,17.2,5.6,1.2,10.9,516,-1.733937684082206,0.2707160363945879,3
948,22.3,41.6,11.6,16.2,15.3,2.1,1.04,12.2,236,-3.0888936153427653,0.9165111193348947,3
949,23.8,65.2,9.9,14.2,14.6,4.9,0.97,10.7,331,-2.155007632672433,0.25325275545082654,3
951,27.4,69.9,5.9,9.5,25.2,5.7,0.89,11.9,589,-1.1438052078362329,-0.7841343732015345,3
955,20.0,61.2,11.1,17.2,24.2,2.6,1.08,11.3,209,-2.288348857650855,0.5848733554639344,3
956,24.6,62.9,0.6,2.6,29.2,4.8,0.99,11.2,387,-1.817116389193285,-1.1276271844922412,3
957,23.9,42.1,19.2,25.4,16.8,5.2,1.12,11.6,352,-1.9627400981052248,1.4008545931195209,3
961,28.0,45.2,7.3,9.7,24.1,2.2,1.13,12.7,286,-2.333229935201192,-0.04484809884660641,3
968,22.3,49.8,14.4,18.5,16.5,4.3,1.1,15.4,500,-2.374985615844019,0.8039696365709106,3
970,28.1,64.0,11.7,13.8,15.4,3.4,0.93,11.5,373,-1.9979580361911917,0.26418165965384854,3
971,23.5,74.5,1.7,5.9,25.3,4.9,1.01,12.4,312,-2.0110422542991366,-0.8112790294448783,3
975,27.3,61.6,0.6,2.3,14.0,4.2,0.87,19.0,465,-3.285017355381573,-0.6395020956328658,3
976,27.7,69.4,0.8,8.4,14.3,4.1,0.86,13.4,425,-2.4197324034304035,-0.6131718520388297,3
977,24.0,65.5,3.6,9.1,25.2,6.7,0.97,14.1,387,-2.0060258956052404,-0.5536619934568948,3
978,28.7,75.2,3.4,7.9,23.3,5.0,0.83,10.3,425,-1.3962908475784057,-0.8775561278545152,3
979,25.3,47.1,23.5,28.9,12.5,5.9,1.19,10.9,223,-1.8946538048341781,1.8801946216602063,3
982,21.6,50.3,3.0,6.7,22.7,3.3,1.0,10.1,223,-2.7285226063917594,-0.2909481367493012,3
984,23.3,80.6,8.6,11.2,17.2,6.7,1.02,10.9,511,-1.3317451572885732,-0.40626448455033176,3
985,26.4,52.2,18.0,25.6,22.8,5.9,1.12,10.4,539,-0.7748564273715302,0.7763338083481416,3
986,28.7,41.0,5.9,10.7,19.7,8.0,1.01,11.6,387,-1.9711283499322065,-0.2624201657871554,3
994,23.1,58.3,3.2,7.3,12.9,5.9,1.03,11.9,295,-2.776061270331224,-0.2754646308952569,3
995,18.0,52.5,5.3,11.4,16.8,3.4,0.9,12.2,550,-2.6952936057136943,-0.028892223097135326,3
997,25.6,79.9,2.3,5.6,22.3,7.1,0.87,10.5,516,-1.2668315846891258,-1.1545871369290441,3
998,20.3,67.1,8.6,12.0,10.7,3.3,0.97,10.3,286,-2.750945482483786,0.3225670848074436,3
999,20.3,77.6,12.1,19.5,18.0,6.1,0.89,14.2,308,-2.2402882699225883,0.6451754099726301,3
1001,28.5,71.0,6.7,13.1,21.8,4.0,0.97,13.1,510,-1.4572048544439167,-0.3978767726892537,3
1008,25.1,54.5,13.9,16.1,21.2,6.5,1.02,10.4,300,-1.7235395129227356,0.4633610083933833,3
1009,23.8,42.1,2.5,7.3,15.1,3.8,1.12,12.8,529,-2.6369398315732577,-0.4176491518202416,3
1014,27.2,60.5,1.3,4.7,22.7,3.7,0.95,16.1,241,-2.920035749485637,-0.5243722388147612,3
1016,28.3,56.4,22.1,30.3,28.0,0.6,1.48,8.2,331,-0.3398014131207452,1.2190274961976695,3
1017,23.9,66.7,4.6,7.9,15.4,7.1,0.95,12.4,362,-2.3171263387213994,-0.39123391750548064,3
1021,24.6,42.1,0.9,10.3,23.4,9.1,0.83,11.5,545,-1.8903319335517024,-0.7102478688944015,3
1023,27.7,60.2,0.4,5.7,25.3,6.2,1.05,12.9,218,-2.1820812819143405,-0.7944446826068328,3
1026,22.3,65.7,1.0,5.7,26.8,3.5,0.91,13.3,282,-2.560160521797089,-0.6340138163310027,3
1030,27.1,74.1,4.7,8.7,25.3,5.9,1.0,13.5,555,-1.244335299947865,-0.8692316012293443,3
1031,24.9,66.0,5.4,7.5,25.0,0.7,1.09,10.9,263,-2.1451715861724088,-0.3702660550116065,3
1032,23.2,69.7,5.8,14.1,24.6,3.5,0.97,12.3,579,-1.4719265545641342,-0.4056826337362444,3
1037,26.8,60.2,4.4,10.1,25.7,4.5,1.29,12.6,234,-1.8618812861963416,-0.412377396185514,3
1038,18.5,57.3,7.7,11.1,22.8,4.7,1.1,10.2,600,-1.6342242178964999,-0.3141062618127008,3
1040,23.8,44.4,7.5,11.9,23.1,3.1,0.9,11.5,602,-1.9797573147013188,-0.15509047367287496,3
1041,26.5,51.7,0.7,5.3,10.7,7.1,1.05,10.2,555,-2.065562679645003,-0.8816463610407699,3
1045,22.4,42.8,1.1,8.7,15.2,7.0,1.03,12.1,216,-3.1290168146731476,-0.15435689643239583,3
1046,27.2,46.3,14.8,18.8,19.7,7.3,1.05,10.8,496,-1.3072732132838156,0.4456881827072188,3
1049,22.6,43.5,21.0,24.9,24.5,4.8,0.99,10.0,284,-1.7394220973629149,1.4206404588667692,3
1054,29.7,72.2,9.0,10.4,19.6,5.6,1.09,10.6,409,-1.1822213696005999,-0.43587647917102385,3
1056,22.8,52.5,10.8,16.0,15.5,9.5,1.07,11.2,489,-1.6822473232305593,0.18303417210716716,3
1058,30.6,41.9,7.0,11.5,17.0,6.5,1.12,11.3,486,-1.6865635464999886,-0.2788928329582821,3
1060,20.6,60.3,33.8,38.3,19.9,1.1,1.07,10.1,207,-1.5595456155781333,2.8951106653681182,3
1061,22.5,40.7,26.5,31.8,26.4,7.0,1.18,10.9,452,-0.8714740943430099,1.7409803263650903,3
1062,26.8,75.7,16.6,23.9,21.0,1.6,1.01,11.4,390,-1.2620470766103977,0.7871268268956838,3
1063,25.1,42.6,12.3,20.1,25.0,6.3,1.08,13.7,455,-1.72302396814565,0.505997524034024,3
1070,28.0,65.5,0.3,7.1,11.8,5.9,1.12,14.3,337,-2.5402554674604225,-0.6211016907892891,3
